NlmUniqueID	issn	sherpa_id	result	journal
	1566-0702	15527	JSON file OK - 	100909359
	1554-8627	12082	JSON file OK - sherpa_id already done - 	101265188
	0005-2086		JSON file OK - sherpa without items - 	0370617
	0307-9457	4996	JSON file OK - sherpa_id already done - 	8210638
	2146-3123		JSON file OK - sherpa without items - 	101571817
	1742-7835	3762	JSON file OK - sherpa_id already done - 	101208422
	0300-8428	7863	JSON file OK - sherpa_id already done - 	0360342
	0166-4328	12474	JSON file OK - 	8004872
	0140-525X	1419	JSON file OK - sherpa_id already done - 	7808666
	1352-4658	1420	JSON file OK - sherpa_id already done - 	9418292
	0001-8244	16375	JSON file OK - sherpa_id already done - 	0251711
	0896-4289	15284	JSON file OK - sherpa_id already done - 	8804264
	0145-4455	6431	JSON file OK - sherpa_id already done - 	7803043
	0953-4180	31332	JSON file OK - sherpa_id already done - 	8914585
	0735-7044	3406	JSON file OK - sherpa_id already done - 	8302411
	0955-8810	8726	JSON file OK - sherpa_id already done - 	9013016
	0376-6357	16065	JSON file OK - sherpa_id already done - 	7703854
	1554-351X	13117	JSON file OK - sherpa_id already done - 	101244316
	0005-7967	16735	JSON file OK - sherpa_id already done - 	0372477
	0735-3936	464	JSON file OK - sherpa_id already done - 	8404861
	1540-2002	5000	JSON file OK - sherpa_id already done - 	101149327
	0005-7894	16734	JSON file OK - 	1251640
	1671-167X		JSON file OK - sherpa without items - 	101125284
	1876-2883	10358	JSON file OK - sherpa_id already done - 	101507616
	0170-6233	1328	JSON file OK - sherpa_id already done - 	7909914
	1521-6896	12417	JSON file OK - 	101121446
	1521-690X	12418	JSON file OK - 	101120682
	1521-6918	11310	JSON file OK - 	101120605
	1521-6926		JSON file OK - sherpa without items - 	101120659
	1521-6934	12420	JSON file OK - 	101121582
	1521-6942	12421	JSON file OK - 	101121149
	2167-6461	30190	JSON file OK - sherpa_id already done - 	101631218
	1757-6180	14575	JSON file OK - sherpa_id already done - 	101512484
	0006-291X	11271	JSON file OK - 	0372516
	0829-8211	10123	JSON file OK - sherpa_id already done - 	8606068
	0006-2928	16117	JSON file OK - sherpa_id already done - 	0126611
	0264-6021	15028	JSON file OK - sherpa_id already done - 	2984726R
	1330-0962	40227	JSON file OK - sherpa_id already done - 	9610305
	1470-8175	875	JSON file OK - sherpa_id already done - 	100970605
	0006-2952	15490	JSON file OK - 	0101032
	0300-5127	15030	JSON file OK - sherpa_id already done - 	7506897
	0006-2960	7766	JSON file OK - sherpa_id already done - 	0370623
	0006-2979	6361	JSON file OK - sherpa_id already done - 	0376536
	0005-2728	12428	JSON file OK - 	101731706
	0005-2736	12429	JSON file OK - 	101731713
	0304-4165	12432	JSON file OK - 	101731726
	1874-9399	12430	JSON file OK - 	101731723
	0925-4439	12433	JSON file OK - 	101731730
	1388-1981	11152	JSON file OK - 	101731727
	0167-4889	12434	JSON file OK - 	101731731
	1570-9639	12435	JSON file OK - 	101731734
	0304-419X	12436	JSON file OK - sherpa_id already done - 	9806362
	0300-9084	16736	JSON file OK - 	1264604
	1043-1802	7767	JSON file OK - sherpa_id already done - 	9010319
	1342-4815		JSON file OK - sherpa without items - 	9712121
	0923-9820	16120	JSON file OK - sherpa_id already done - 	9100834
	1948-5565	5005	JSON file OK - sherpa_id already done - 	101500303
	1173-8804	18253	JSON file OK - sherpa_id already done - 	9705305
	1567-5394	12808	JSON file OK - 	100953583
	0197-8462	13818	JSON file OK - sherpa_id already done - 	8008281
	2165-5979		JSON file OK - sherpa without items - 	101581063
	0265-9247	14547	JSON file OK - sherpa_id already done - 	8510851
	0269-9702	132	JSON file OK - sherpa_id already done - 	8704792
	1758-5082	11316	JSON file OK - sherpa_id already done - 	101521964
	0951-6433	3620	JSON file OK - sherpa_id already done - 	8807441
	0892-7014	5006	JSON file OK - sherpa_id already done - 	9200331
	1389-5729	16123	JSON file OK - sherpa_id already done - 	100930043
	1367-4803	242	JSON file OK - 	9808944
	1748-3182	11251	JSON file OK - sherpa_id already done - 	101292902
	1934-8630	27543	JSON file OK - sherpa_id already done - 	101275679
	2105-0678	11144	JSON file OK - sherpa_id already done - 	101544020
	0006-3185	14666	JSON file OK - 	2984727R
	0248-4900	21747	JSON file OK - sherpa_id already done - 	8108529
	1431-6730	390	JSON file OK - sherpa_id already done - 	9700112
	0340-1200	7866	JSON file OK - sherpa_id already done - 	7502533
	2676-8615	38648	JSON file OK - sherpa_id already done - 	101738236
	1744-9561	11597	JSON file OK - sherpa_id already done - 	101247722
	0918-6158		JSON file OK - sherpa without items - 	9311984
	0006-3223	15492	JSON file OK - 	0213264
	2451-9022	33292	JSON file OK - 	101671285
	0301-0511	15493	JSON file OK - sherpa_id already done - 	0375566
	0006-3363	13577	JSON file OK - sherpa_id already done - 	0207224
	0716-9760		JSON file OK - sherpa without items - 	9308271
	1099-8004	6433	JSON file OK - sherpa_id already done - 	9815758
	1464-7931	6829	JSON file OK - sherpa_id already done - 	0414576
	0163-4984	15646	JSON file OK - sherpa_id already done - 	7911509
	1045-1056	11273	JSON file OK - 	9004494
	0323-3847	1510	JSON file OK - sherpa_id already done - 	7708048
	1525-7797	7768	JSON file OK - sherpa_id already done - 	100892849
	1752-0363	12291	JSON file OK - sherpa_id already done - 	101312535
	1354-750X	773	JSON file OK - sherpa_id already done - 	9606000
	2047-4830	35575	JSON file OK - sherpa_id already done - 	101593571
	0142-9612	13691	JSON file OK - 	8100316
	1617-7959	7868	JSON file OK - sherpa_id already done - 	101135325
	0269-3879	3707	JSON file OK - sherpa_id already done - 	8610241
	0895-3988	12527	JSON file OK - sherpa_id already done - 	8909524
	0899-8205		JSON file OK - sherpa without items - 	8905560
	2319-4170		JSON file OK - sherpa without items - 	101599820
	2310-6972		JSON file OK - sherpa without items - 	101196966
	1748-6041	11252	JSON file OK - sherpa_id already done - 	101285195
	0959-2989	1798	JSON file OK - sherpa_id already done - 	9104021
	1387-2176	16129	JSON file OK - sherpa_id already done - 	100887374
	1213-8118		JSON file OK - sherpa without items - 	101140142
	0753-3322	28928	JSON file OK - 	8213295
	0388-6107		JSON file OK - sherpa without items - 	8100317
	2314-6133	31010	JSON file OK - sherpa_id already done - 	101600173
	0013-5585	36379	JSON file OK - sherpa_id already done - 	1262533
	0120-4157		JSON file OK - sherpa without items - 	8205605
	0966-0844	16130	JSON file OK - sherpa_id already done - 	9208478
	0006-341X	3621	JSON file OK - sherpa_id already done - 	0370625
	1868-5021	391	JSON file OK - sherpa_id already done - 	101518829
	1874-2718	16131	JSON file OK - sherpa_id already done - 	101472371
	0045-2068	11274	JSON file OK - sherpa_id already done - 	1303703
	0968-0896	26035	JSON file OK - 	9413298
	0960-894X	26036	JSON file OK - 	9107377
	0142-2782	3708	JSON file OK - sherpa_id already done - 	7911226
	0301-4622	12809	JSON file OK - sherpa_id already done - 	0403171
	0006-3495	11359	JSON file OK - sherpa_id already done - 	0370626
	0006-3525	19011	JSON file OK - sherpa_id already done - 	0372525
	1947-5535	1310	JSON file OK - sherpa_id already done - 	101507284
	1615-7591	7870	JSON file OK - sherpa_id already done - 	101088505
	0960-8524	15496	JSON file OK - 	9889523
	0006-355X	1799	JSON file OK - sherpa_id already done - 	0372526
	0916-8451		JSON file OK - sherpa without items - 	9205717
	0144-8463	15032	JSON file OK - sherpa_id already done - 	8102797
	1881-7815		JSON file OK - sherpa without items - 	101502754
	0956-5663	15498	JSON file OK - 	9001289
	1465-4644	244	JSON file OK - sherpa_id already done - 	100897327
	0303-2647	15499	JSON file OK - 	0430773
	1052-0295	806	JSON file OK - sherpa_id already done - 	9107378
	0736-6205	34747	JSON file OK - sherpa_id already done - 	8306785
	0734-9750	15500	JSON file OK - sherpa_id already done - 	8403708
	0885-4513	15034	JSON file OK - sherpa_id already done - 	8609465
	0006-3592	14548	JSON file OK - sherpa_id already done - 	7502021
	0264-8725	24932	JSON file OK - sherpa_id already done - 	8510274
	1860-6768	1934	JSON file OK - sherpa_id already done - 	101265833
	0141-5492	16135	JSON file OK - sherpa_id already done - 	8008051
	8756-7938	3083	JSON file OK - sherpa_id already done - 	8506292
	1398-5647	11852	JSON file OK - sherpa_id already done - 	100883596
	0730-7659	14549	JSON file OK - sherpa_id already done - 	8302042
	1470-0328	7615	JSON file OK - sherpa_id already done - 	100935741
	1464-4096	3622	JSON file OK - sherpa_id already done - 	100886721
	0006-4971	13507	JSON file OK - sherpa_id already done - 	7603509
	2473-9529	32010	JSON file OK - 	101698425
	1079-9796	11276	JSON file OK - 	9509932
	0957-5235	8728	JSON file OK - sherpa_id already done - 	9102551
	0803-7051	807	JSON file OK - sherpa_id already done - 	9301454
	1359-5237	8729	JSON file OK - sherpa_id already done - 	9606438
	0253-5068	8978	JSON file OK - sherpa_id already done - 	8402040
	0268-960X	15166	JSON file OK - sherpa_id already done - 	8708558
	1723-2007		JSON file OK - sherpa without items - 	101237479
	1976-6696		JSON file OK - sherpa without items - 	101465334
	0959-8138	1661	JSON file OK - 	8900488
	2515-446X	1853	JSON file OK - sherpa_id already done - 	101719009
	2633-3767	36814	JSON file OK - sherpa_id already done - 	101761581
	2044-5415	18937	JSON file OK - sherpa_id already done - 	101546984
	2515-1991	35442	JSON file OK - sherpa_id already done - 	101715577
	2045-435X	19365	JSON file OK - sherpa_id already done - 	101565123
	1740-1445	16033	JSON file OK - sherpa_id already done - 	101222431
	0539-6115		JSON file OK - sherpa without items - 	0414106
	8756-3282	16737	JSON file OK - 	8504048
	2049-4394	24357	JSON file OK - sherpa_id already done - 	101599229
	0268-3369	24276	JSON file OK - sherpa_id already done - 	8702459
	1512-8601	29978	JSON file OK - sherpa_id already done - 	101200947
	0007-0610	1626	JSON file OK - sherpa_id already done - 	7513219
	0007-0912	1338	JSON file OK - sherpa_id already done - 	0372541
	0967-4845	40864	JSON file OK - sherpa_id already done - 	9309208
	0007-0920	1627	JSON file OK - sherpa_id already done - 	0370635
	0306-5251	6830	JSON file OK - sherpa_id already done - 	7503323
	0144-6657	18404	JSON file OK - sherpa_id already done - 	8105533
	1462-4753	12196	JSON file OK - sherpa_id already done - 	9815827
	0007-0963	7617	JSON file OK - sherpa_id already done - 	0004041
	0261-510X	18406	JSON file OK - sherpa_id already done - 	8308022
	0007-0998	18407	JSON file OK - sherpa_id already done - 	0370636
	0960-1643	23130	JSON file OK - sherpa_id already done - 	9005323
	0007-1048	133	JSON file OK - sherpa_id already done - 	0372544
	1359-107X	18408	JSON file OK - sherpa_id already done - 	9605409
	0007-0874	2199	JSON file OK - sherpa_id already done - 	0144554
	1750-8460	12199	JSON file OK - sherpa_id already done - 	101257109
	0007-1102	18410	JSON file OK - sherpa_id already done - 	0004047
	0268-8697	809	JSON file OK - sherpa_id already done - 	8800054
	0966-0461	12202	JSON file OK - sherpa_id already done - 	9212059
	0007-1145	1428	JSON file OK - sherpa_id already done - 	0372547
	0007-1161	1666	JSON file OK - sherpa_id already done - 	0421041
	0266-4356	13738	JSON file OK - 	8405235
	0007-1188	6832	JSON file OK - sherpa_id already done - 	7502536
	0007-1250	57	JSON file OK - sherpa_id already done - 	0342367
	0960-5371		JSON file OK - sherpa without items - 	9001294
	0007-1269	18405	JSON file OK - sherpa_id already done - 	0373124
	0007-1285	13754	JSON file OK - sherpa_id already done - 	0373125
	0144-6665	18409	JSON file OK - sherpa_id already done - 	8105534
	0007-1315	7620	JSON file OK - sherpa_id already done - 	0373126
	0306-3674	1667	JSON file OK - sherpa_id already done - 	0432520
	0007-1323	3711	JSON file OK - sherpa_id already done - 	0372553
	0007-1420	247	JSON file OK - sherpa_id already done - 	0376542
	0007-1668	5019	JSON file OK - sherpa_id already done - 	15740290R
	1538-4721	16738	JSON file OK - sherpa_id already done - 	101137600
	0006-8950	1339	JSON file OK - sherpa_id already done - 	0372537
	0006-8977	8979	JSON file OK - sherpa_id already done - 	0151620
	0889-1591	12478	JSON file OK - 	8800478
	0278-2626	12475	JSON file OK - sherpa_id already done - 	8218014
	2158-0014	19579	JSON file OK - sherpa_id already done - 	101550313
	0387-7604	28656	JSON file OK - 	7909235
	1931-7557	16391	JSON file OK - sherpa_id already done - 	101300405
	0269-9052	808	JSON file OK - sherpa_id already done - 	8710358
	0093-934X	12477	JSON file OK - sherpa_id already done - 	7506220
	1881-6096		JSON file OK - sherpa without items - 	101299709
	1015-6305	3623	JSON file OK - sherpa_id already done - 	9216781
	0006-8993	12479	JSON file OK - 	0045503
	0361-9230	12480	JSON file OK - 	7605818
	1935-861X	12483	JSON file OK - 	101465726
	1863-2653	7872	JSON file OK - sherpa_id already done - 	101282001
	0896-0267	16392	JSON file OK - sherpa_id already done - 	8903034
	1433-7398	16393	JSON file OK - sherpa_id already done - 	9716507
	0006-9248		JSON file OK - sherpa without items - 	0065324
	0103-6440		JSON file OK - sherpa without items - 	9214652
	1519-6984		JSON file OK - sherpa without items - 	101129542
	0102-7638		JSON file OK - sherpa without items - 	101677045
	1413-8670	13736	JSON file OK - 	9812937
	0100-879X		JSON file OK - sherpa without items - 	8112917
	1517-8382		JSON file OK - sherpa without items - 	101095924
	1808-8694		JSON file OK - sherpa without items - 	101207337
	1413-3555	35734	JSON file OK - sherpa_id already done - 	101615124
	1516-4446		JSON file OK - sherpa without items - 	100895975
	1806-8324		JSON file OK - sherpa without items - 	101307187
	0960-9776	16721	JSON file OK - 	9213011
	1340-6868	16202	JSON file OK - sherpa_id already done - 	100888201
	1465-5411	2486	JSON file OK - sherpa_id already done - 	100927353
	0167-6806	16203	JSON file OK - sherpa_id already done - 	8111104
	0888-6008	1800	JSON file OK - sherpa_id already done - 	8801277
	1075-122X	15250	JSON file OK - sherpa_id already done - 	9505539
	1556-8253	19580	JSON file OK - sherpa_id already done - 	101260777
	1467-5463	22797	JSON file OK - sherpa_id already done - 	100912837
	2041-2649	16032	JSON file OK - sherpa_id already done - 	101528229
	0007-4551	8534	JSON file OK - sherpa_id already done - 	0072416
	0007-4853	1432	JSON file OK - sherpa_id already done - 	2984715R
	0007-4861	11836	JSON file OK - sherpa_id already done - 	0046021
	0007-4888	11837	JSON file OK - sherpa_id already done - 	0372557
	0007-5140	8567	JSON file OK - sherpa_id already done - 	0141233
	2328-4633		JSON file OK - sherpa without items - 	101614130
	0092-8240	11842	JSON file OK - sherpa_id already done - 	0401404
	0025-9284		JSON file OK - sherpa without items - 	7507032
	0040-8891		JSON file OK - sherpa without items - 	7505414
	0042-9686	6379	JSON file OK - sherpa_id already done - 	7507052
	1436-9990	2130	JSON file OK - sherpa_id already done - 	101181368
	0305-4179	16739	JSON file OK - 	8913178
	1631-0691		JSON file OK - sherpa without items - 	101140040
	0007-9235	6833	JSON file OK - sherpa_id already done - 	0370647
	0102-311X		JSON file OK - sherpa without items - 	8901573
	0171-967X	13386	JSON file OK - sherpa_id already done - 	7905481
	0963-1801	1539	JSON file OK - sherpa_id already done - 	9208482
	0846-5371	15837	JSON file OK - 	8812910
	0823-2105	41873	JSON file OK - sherpa_id already done - 	101130981
	0008-350X	41320	JSON file OK - sherpa_id already done - 	0120300
	0714-9808	1542	JSON file OK - sherpa_id already done - 	8708560
	0832-610X	14831	JSON file OK - sherpa_id already done - 	8701709
	0828-282X	23831	JSON file OK - sherpa_id already done - 	8510280
	1712-171X		JSON file OK - sherpa without items - 	101234082
	1499-2671		JSON file OK - sherpa without items - 	101148810
	1486-3847		JSON file OK - sherpa without items - 	9811151
	1196-1961	3408	JSON file OK - sherpa_id already done - 	9315513
	2291-2789	31328	JSON file OK - sherpa_id already done - 	101623613
	0008-4166	10131	JSON file OK - sherpa_id already done - 	0372707
	0317-1671	28399	JSON file OK - sherpa_id already done - 	0415227
	0844-5621		JSON file OK - sherpa without items - 	8910581
	0008-4174	14979	JSON file OK - sherpa_id already done - 	0406021
	0008-4182		JSON file OK - sherpa without items - 	0045312
	0008-4212	10133	JSON file OK - sherpa_id already done - 	0372712
	0706-7437	14331	JSON file OK - sherpa_id already done - 	7904187
	0008-4263	14334	JSON file OK - sherpa_id already done - 	0372714
	1203-7796		JSON file OK - sherpa without items - 	9708550
	0008-428X	13678	JSON file OK - sherpa_id already done - 	0372715
	1195-9479		JSON file OK - sherpa without items - 	9515842
	0830-9000		JSON file OK - sherpa without items - 	8607793
	1198-2241	31330	JSON file OK - sherpa_id already done - 	9433332
	1755-6171	7627	JSON file OK - sherpa_id already done - 	101320224
	0008-5286		JSON file OK - sherpa without items - 	0004653
	0008-543X	6835	JSON file OK - sherpa_id already done - 	0374236
	2095-3941		JSON file OK - sherpa without items - 	101588850
	1538-4047	12086	JSON file OK - sherpa_id already done - 	101137842
	1574-0153	1802	JSON file OK - sherpa_id already done - 	101256509
	1084-9785	152	JSON file OK - sherpa_id already done - 	9605408
	0957-5243	16204	JSON file OK - sherpa_id already done - 	9100846
	1535-6108	6579	JSON file OK - sherpa_id already done - 	101130617
	0344-5704	7879	JSON file OK - sherpa_id already done - 	7806519
	1073-2748	40262	JSON file OK - 	9438457
	1934-662X	6836	JSON file OK - sherpa_id already done - 	101499453
	2159-8274	19762	JSON file OK - sherpa_id already done - 	101561693
	1877-7821	12486	JSON file OK - 	101508793
	1055-9965	14556	JSON file OK - sherpa_id already done - 	9200608
	0929-1903	24204	JSON file OK - sherpa_id already done - 	9432230
	2210-7762	18463	JSON file OK - sherpa_id already done - 	101539150
	1109-6535	14995	JSON file OK - sherpa_id already done - 	101188791
	1740-5025		JSON file OK - sherpa without items - 	101172931
	0340-7004	7880	JSON file OK - sherpa_id already done - 	8605732
	2326-6066	29487	JSON file OK - sherpa_id already done - 	101614637
	0735-7907	775	JSON file OK - sherpa_id already done - 	8307154
	1528-9117	8944	JSON file OK - sherpa_id already done - 	100931981
	0304-3835	12488	JSON file OK - sherpa_id already done - 	7600053
	0167-7659	15794	JSON file OK - sherpa_id already done - 	8605731
	0162-220X	8730	JSON file OK - sherpa_id already done - 	7805358
	1940-6207	14557	JSON file OK - sherpa_id already done - 	101479409
	1278-3218	28936	JSON file OK - sherpa_id already done - 	9711272
	0008-5472	14558	JSON file OK - sherpa_id already done - 	2984705R
	1598-2998		JSON file OK - sherpa without items - 	101155137
	1347-9032	3677	JSON file OK - sherpa_id already done - 	101168776
	0927-3042		JSON file OK - sherpa without items - 	8008541
	0305-7372	4735	JSON file OK - sherpa_id already done - 	7502030
	2578-5125	31031	JSON file OK - sherpa_id already done - 	101684827
	0144-8617	16540	JSON file OK - sherpa_id already done - 	8307156
	0008-6215	16740	JSON file OK - sherpa_id already done - 	0043535
	0143-3334	249	JSON file OK - sherpa_id already done - 	8008055
	1877-9182	4736	JSON file OK - sherpa_id already done - 	101549998
	0733-8651	4737	JSON file OK - sherpa_id already done - 	8300331
	1897-5593	37320	JSON file OK - 	101392712
	1061-5377	8731	JSON file OK - sherpa_id already done - 	9304686
	1047-9511	1543	JSON file OK - sherpa_id already done - 	9200019
	0008-6312	8981	JSON file OK - sherpa_id already done - 	1266406
	1664-3828	19887	JSON file OK - sherpa_id already done - 	101554863
	0920-3206	16402	JSON file OK - sherpa_id already done - 	8712220
	1869-408X	16404	JSON file OK - sherpa_id already done - 	101531846
	1871-5257	1971	JSON file OK - sherpa_id already done - 	101266881
	1871-529X	32039	JSON file OK - sherpa_id already done - 	101269160
	1868-4300	16405	JSON file OK - sherpa_id already done - 	101522043
	0174-1551	16401	JSON file OK - sherpa_id already done - 	8003538
	1995-1892		JSON file OK - sherpa without items - 	101313864
	1054-8807	16742	JSON file OK - 	9212060
	0008-6363	321	JSON file OK - sherpa_id already done - 	0077427
	1553-8389	12588	JSON file OK - sherpa_id already done - 	101238551
	1755-5914	136	JSON file OK - sherpa_id already done - 	101319630
	1530-7905	15647	JSON file OK - sherpa_id already done - 	101135818
	0008-6568	8982	JSON file OK - sherpa_id already done - 	0103374
	1947-6035	6448	JSON file OK - sherpa_id already done - 	101518378
	0008-7335		JSON file OK - sherpa without items - 	0004743
	1522-1946	13822	JSON file OK - sherpa_id already done - 	100884139
	0092-8674	6580	JSON file OK - sherpa_id already done - 	0413066
	1933-6918	12087	JSON file OK - sherpa_id already done - 	101469464
	1085-9195	12979	JSON file OK - sherpa_id already done - 	9701934
	0263-6484	3714	JSON file OK - sherpa_id already done - 	8305874
	1065-6995	11154	JSON file OK - sherpa_id already done - 	9307129
	0742-2091	13015	JSON file OK - sherpa_id already done - 	8506639
	0143-4160	15129	JSON file OK - 	8006226
	2451-9456		JSON file OK - sherpa without items - 	101676030
	1538-4101	12088	JSON file OK - sherpa_id already done - 	101137841
	1350-9047	24236	JSON file OK - sherpa_id already done - 	9437445
	1931-3128	6581	JSON file OK - sherpa_id already done - 	101302316
	0008-8749	15130	JSON file OK - sherpa_id already done - 	1246405
	1550-4131	6582	JSON file OK - sherpa_id already done - 	101233170
	1462-5814	138	JSON file OK - sherpa_id already done - 	100883691
	0145-5680		JSON file OK - sherpa without items - 	9216789
	1425-8153		JSON file OK - sherpa without items - 	9607427
	1672-7681	24238	JSON file OK - sherpa_id already done - 	101242872
	1420-682X	15206	JSON file OK - sherpa_id already done - 	9705402
	0272-4340	13016	JSON file OK - sherpa_id already done - 	8200709
	2211-3428	28270	JSON file OK - sherpa_id already done - 	101552938
	1015-8987		JSON file OK - sherpa without items - 	9113221
	0960-7722	137	JSON file OK - sherpa_id already done - 	9105195
	2152-4971	153	JSON file OK - sherpa_id already done - 	101528176
	1001-0602	24237	JSON file OK - sherpa_id already done - 	9425763
	0898-6568	15131	JSON file OK - 	8904683
	1934-5909	6583	JSON file OK - sherpa_id already done - 	101311472
	1355-8145	15204	JSON file OK - sherpa_id already done - 	9610925
	0386-7196	42449	JSON file OK - 	7608465
	2405-4712	30004	JSON file OK - 	101656080
	1389-9333	15203	JSON file OK - sherpa_id already done - 	100965121
	0302-766X	7883	JSON file OK - sherpa_id already done - 	0417625
	0963-6897	12314	JSON file OK - sherpa_id already done - 	9208854
	2667-291X		JSON file OK - sherpa without items - 	101775611
	1422-6405	8988	JSON file OK - sherpa_id already done - 	100883360
	1210-7778		JSON file OK - sherpa without items - 	9417324
	1871-5249	3888	JSON file OK - sherpa_id already done - 	101269163
	0333-1024	6449	JSON file OK - sherpa_id already done - 	8200710
	1047-3211	250	JSON file OK - sherpa_id already done - 	9110718
	1473-4222	6162	JSON file OK - sherpa_id already done - 	101089443
	1015-9770	8990	JSON file OK - sherpa_id already done - 	9100851
	1210-7875		JSON file OK - sherpa without items - 	0050734
	1211-9059		JSON file OK - sherpa without items - 	9600515
	1210-7832		JSON file OK - sherpa without items - 	9423768
	1210-7816		JSON file OK - sherpa without items - 	9433765
	0009-0875		JSON file OK - sherpa without items - 	1264702
	1933-6950	12089	JSON file OK - sherpa_id already done - 	101321614
	1054-1500	9866	JSON file OK - sherpa_id already done - 	100971574
	1861-4728	1526	JSON file OK - sherpa_id already done - 	101294643
	1612-1872	3796	JSON file OK - sherpa_id already done - 	101197449
	1747-0277	11854	JSON file OK - sherpa_id already done - 	101262549
	0009-2797	15501	JSON file OK - 	0227276
	1359-7345	18003	JSON file OK - sherpa_id already done - 	9610838
	1660-2242		JSON file OK - sherpa without items - 	101183835
	0009-2363		JSON file OK - sherpa without items - 	0377775
	0009-3084	12811	JSON file OK - sherpa_id already done - 	0067206
	1527-8999	6659	JSON file OK - sherpa_id already done - 	101085550
	0893-228X	7769	JSON file OK - sherpa_id already done - 	8807448
	0009-2665	7770	JSON file OK - sherpa_id already done - 	2985134R
	0379-864X	251	JSON file OK - sherpa_id already done - 	8217190
	0306-0012	18005	JSON file OK - sherpa_id already done - 	0335405
	1439-4227	1459	JSON file OK - sherpa_id already done - 	100937360
	0947-6539	1518	JSON file OK - sherpa_id already done - 	9513783
	1860-7179	1533	JSON file OK - sherpa_id already done - 	101259013
	0045-6535	4576	JSON file OK - 	0320657
	0009-3157	8991	JSON file OK - sherpa_id already done - 	0144731
	1439-4235	1588	JSON file OK - sherpa_id already done - 	100954211
	1864-5631	1587	JSON file OK - sherpa_id already done - 	101319536
	0012-3692	11088	JSON file OK - sherpa_id already done - 	0231335
	0145-2134	16858	JSON file OK - 	7801702
	1475-357X	7628	JSON file OK - sherpa_id already done - 	101142157
	1056-4993	4738	JSON file OK - sherpa_id already done - 	9313451
	0305-1862	2459	JSON file OK - sherpa_id already done - 	7602632
	0009-3920	6839	JSON file OK - sherpa_id already done - 	0372725
	1077-5595	6451	JSON file OK - sherpa_id already done - 	9602869
	0929-7049	1201	JSON file OK - sherpa_id already done - 	9512515
	2153-2168	1471	JSON file OK - sherpa_id already done - 	101542497
	0009-398X	15772	JSON file OK - sherpa_id already done - 	1275332
	0256-7040	7884	JSON file OK - sherpa_id already done - 	8503227
	0009-4293	14253	JSON file OK - sherpa_id already done - 	0373152
	2304-3865		JSON file OK - sherpa without items - 	101608375
	1462-6446		JSON file OK - sherpa without items - 	100892845
	1672-0415	13073	JSON file OK - sherpa_id already done - 	101181180
	2095-6975		JSON file OK - sherpa without items - 	101504416
	0304-4920		JSON file OK - sherpa without items - 	7804502
	1008-1275	13721	JSON file OK - sherpa_id already done - 	100886162
	0366-6999	14359	JSON file OK - 	7513795
	1001-9294	13722	JSON file OK - sherpa_id already done - 	9112559
	0899-0042	13823	JSON file OK - sherpa_id already done - 	8914261
	0009-4722	35993	JSON file OK - sherpa_id already done - 	16140410R
	1221-9118		JSON file OK - sherpa without items - 	9213031
	0009-5915	7886	JSON file OK - sherpa_id already done - 	2985138R
	0967-3849	16474	JSON file OK - sherpa_id already done - 	9313452
	1479-9723	986	JSON file OK - sherpa_id already done - 	101197408
	1742-3953	985	JSON file OK - sherpa_id already done - 	101253019
	0742-0528	810	JSON file OK - sherpa_id already done - 	8501362
	1413-8123		JSON file OK - sherpa without items - 	9713483
	0009-7411		JSON file OK - sherpa without items - 	0372736
	0214-1221		JSON file OK - sherpa without items - 	8900492
	1941-3149	8734	JSON file OK - sherpa_id already done - 	101474365
	1941-9651	4076	JSON file OK - sherpa_id already done - 	101479935
	1941-7640	8737	JSON file OK - 	101499602
	1941-7713	8738	JSON file OK - sherpa_id already done - 	101489148
	1941-3289	8739	JSON file OK - 	101479941
	1346-9843		JSON file OK - sherpa without items - 	101137683
	0009-7330	4069	JSON file OK - 	0047103
	0009-7322	8733	JSON file OK - sherpa_id already done - 	0147763
	1481-8035	29289	JSON file OK - 	100893237
	0748-3007	6841	JSON file OK - sherpa_id already done - 	9881057
	1055-6656	31202	JSON file OK - sherpa_id already done - 	9102566
	0891-1150		JSON file OK - sherpa without items - 	8703441
	1369-7137	777	JSON file OK - sherpa_id already done - 	9810959
	1543-0790		JSON file OK - sherpa without items - 	101167661
	2573-8046		JSON file OK - sherpa without items - 	101597440
	0897-3806	13824	JSON file OK - sherpa_id already done - 	8809128
	1076-0296	9064	JSON file OK - sherpa_id already done - 	9508125
	0959-9851	7890	JSON file OK - sherpa_id already done - 	9106549
	0009-9120	12814	JSON file OK - 	0133660
	0268-0033	15502	JSON file OK - 	8611877
	1526-8209	20471	JSON file OK - sherpa_id already done - 	100898731
	1078-0432	14559	JSON file OK - sherpa_id already done - 	9502500
	0160-9289	14551	JSON file OK - sherpa_id already done - 	7903272
	0009-9147	207	JSON file OK - sherpa_id already done - 	9421549
	1434-6621	36384	JSON file OK - sherpa_id already done - 	9806306
	0272-5231	4750	JSON file OK - sherpa_id already done - 	7907612
	1096-4037	11920	JSON file OK - sherpa_id already done - 	9807947
	1359-1045	212	JSON file OK - sherpa_id already done - 	9604507
	0009-8981	15137	JSON file OK - sherpa_id already done - 	1302422
	1533-0028	20472	JSON file OK - sherpa_id already done - 	101120693
	0738-081X	16861	JSON file OK - 	8406412
	1173-2563	18254	JSON file OK - sherpa_id already done - 	9504817
	0962-8827	8741	JSON file OK - sherpa_id already done - 	9207893
	1550-0594	22298	JSON file OK - sherpa_id already done - 	101213033
