NlmUniqueID	issn	sherpa_id	result	journal
	1744-7593	842	JSON file OK - 	101228421
	1746-045X	843	JSON file OK - 	101295755
	1744-7607	844	JSON file OK - 	101228422
	1744-764X	845	JSON file OK - 	101163027
	1744-7623	846	JSON file OK - 	101135662
	1744-7658	847	JSON file OK - 	9434197
	1744-7666	887	JSON file OK - 	100897346
	1744-7674	888	JSON file OK - 	9516419
	1744-7631	889	JSON file OK - 	101127833
	1744-8336	12063	JSON file OK - 	101181284
	1744-8328	12064	JSON file OK - 	101123358
	1744-8344	12065	JSON file OK - 	101182328
	1744-8409	12066	JSON file OK - 	101271248
	1751-2441	12067	JSON file OK - 	101278296
	1744-8417	12069	JSON file OK - 	101278293
	1747-4132	12070	JSON file OK - 	101278199
	1747-4094	12071	JSON file OK - 	101485942
	1745-2422	12072	JSON file OK - 	101230445
	1744-8352	12073	JSON file OK - 	101120777
	1462-3994	1580	JSON file OK - 	100939725
	1744-8360	12074	JSON file OK - 	101129944
	1744-8379	12077	JSON file OK - 	101132257
	1744-8387	12078	JSON file OK - 	101223548
	1747-6356	12079	JSON file OK - 	101278196
	1744-8395	12080	JSON file OK - 	101155475
	1878-7541		JSON file OK - sherpa without items - 	101233160
	1433-4909	17260	JSON file OK - 	9706854
	1476-5454	3985	JSON file OK - 	8703986
	1542-233X	8795	JSON file OK - 	101160941
	2046-1402	24620	JSON file OK - 	101594320
	1004-5619		JSON file OK - sherpa without items - 	9426151
	1098-8793	10710	JSON file OK - 	8405303
	2689-3622	37041	JSON file OK - 	101757922
	1558-1926	4768	JSON file OK - 	9414907
	1573-7292	16206	JSON file OK - 	100898211
	1550-5057	8796	JSON file OK - 	7809641
	1938-3800		JSON file OK - sherpa without items - 	8306464
	2009-8774	30719	JSON file OK - 	101700650
	1460-2229	330	JSON file OK - 	8500875
	1531-1929		JSON file OK - sherpa without items - 	9417533
	1545-5300	7725	JSON file OK - 	0400666
	1939-0602	3457	JSON file OK - 	9610836
	1364-5498	18012	JSON file OK - 	9212301
	2171-8695	29991	JSON file OK - 	9440679
	1530-6860	14441	JSON file OK - 	8804484
	1742-4658	7714	JSON file OK - 	101229646
	1873-3468	16899	JSON file OK - 	0155157
	2211-5463	21310	JSON file OK - 	101580716
	2154-4212		JSON file OK - sherpa without items - 	101528690
	1574-6941	882	JSON file OK - 	8901229
	1574-6968	883	JSON file OK - 	7705721
	1574-6976	884	JSON file OK - 	8902526
	1567-1364	885	JSON file OK - 	101085384
	1556-5653		JSON file OK - sherpa without items - 	0372772
	1421-9964	9003	JSON file OK - 	9107463
	1551-3823	890	JSON file OK - 	101230972
	1573-5168	12988	JSON file OK - 	100955049
	1095-9947		JSON file OK - sherpa without items - 	9505220
	1873-6971		JSON file OK - sherpa without items - 	16930290R
	2045-8118	19015	JSON file OK - 	101553157
	1933-6942	12094	JSON file OK - 	101470897
	0015-5500		JSON file OK - sherpa without items - 	0234640
	1897-5631		JSON file OK - sherpa without items - 	8502651
	1314-2143	26550	JSON file OK - 	2984761R
	0015-5616		JSON file OK - sherpa without items - 	0374617
	1874-9356	16138	JSON file OK - 	0376757
	1644-3284		JSON file OK - sherpa without items - 	0374620
	1509-572X	32736	JSON file OK - 	9437431
	1803-6465		JSON file OK - sherpa without items - 	0065750
	1421-9972	9004	JSON file OK - 	9422792
	1421-9980	9005	JSON file OK - 	0370723
	1944-0057	15330	JSON file OK - 	101485040
	1939-3229	5273	JSON file OK - 	101317183
	1873-7072		JSON file OK - sherpa without items - 	7702639
	1873-6351		JSON file OK - sherpa without items - 	8207483
	1867-0342	15707	JSON file OK - 	101483831
	2042-650X	18015	JSON file OK - 	101549033
	1095-9998	12864	JSON file OK - 	8601127
	1564-8265		JSON file OK - sherpa without items - 	7906418
	1873-7145		JSON file OK - sherpa without items - 	9210143
	1532-1738	9157	JSON file OK - 	9889534
	1556-7125	158	JSON file OK - 	101120121
	1532-2963	16768	JSON file OK - 	9109564
	1558-1934	4769	JSON file OK - 	9615073
	1944-7876	24716	JSON file OK - 	9433869
	1938-7636	9158	JSON file OK - 	101473598
	1460-9584	16749	JSON file OK - 	9609647
	1872-6283		JSON file OK - sherpa without items - 	7902034
	1878-0326		JSON file OK - sherpa without items - 	101317016
	1556-2891	13076	JSON file OK - 	101236111
	1042-7201		JSON file OK - sherpa without items - 	9113730
	1439-3522		JSON file OK - sherpa without items - 	8103137
	1558-9544	22499	JSON file OK - 	101316961
	2161-9344		JSON file OK - sherpa without items - 	101578821
	1873-4596	28952	JSON file OK - 	8709159
	1029-2470	891	JSON file OK - 	9423872
	1945-0508	38755	JSON file OK - 	101485240
	2768-6698	14448	JSON file OK - 	101612996
	1945-0524	38754	JSON file OK - 	101485241
	2235-2988	26064	JSON file OK - 	101585359
	1664-2392	22695	JSON file OK - 	101555782
	0748-8157	32802	JSON file OK - 	8501389
	1662-3762		JSON file OK - sherpa without items - 	0320246
	1664-3224	22701	JSON file OK - 	101560960
	2095-0225	26707	JSON file OK - 	101549428
	1662-5110	26078	JSON file OK - 	101477940
	1095-6808		JSON file OK - sherpa without items - 	7513292
	1662-2804		JSON file OK - sherpa without items - 	101274949
	2296-2565	26087	JSON file OK - 	101616579
	2185-4610		JSON file OK - sherpa without items - 	0374626
	1438-7948	7991	JSON file OK - 	100939343
	1445-4416	7680	JSON file OK - 	101154361
	1472-8206	13944	JSON file OK - 	8710411
	1878-6146	12866	JSON file OK - 	101524465
	1096-0937		JSON file OK - sherpa without items - 	9607601
	1744-8298	12294	JSON file OK - 	101239345
	1756-8927	14577	JSON file OK - 	101511162
	1746-0921	12295	JSON file OK - 	101278120
	1744-8301	12297	JSON file OK - 	101256629
	1972-6481		JSON file OK - sherpa without items - 	101263411
	1592-7830		JSON file OK - sherpa without items - 	9712708
	1724-5990		JSON file OK - sherpa without items - 	9426434
	2160-1836	24139	JSON file OK - 	101566598
	0016-3813		JSON file OK - sherpa without items - 	0010333
	1578-1283	4873	JSON file OK - 	8901623
	1879-2219	16907	JSON file OK - 	9416830
	2161-7856	32197	JSON file OK - 	101583709
	0385-0684		JSON file OK - sherpa without items - 	7810034
	1436-3305	16207	JSON file OK - 	100886238
	1558-1942	4771	JSON file OK - 	8706257
	0210-5705	4874	JSON file OK - 	8406671
	1538-9766	8798	JSON file OK - 	8915377
	1528-0012		JSON file OK - sherpa without items - 	0374630
	1097-6779		JSON file OK - sherpa without items - 	0010505
	1558-1950	4772	JSON file OK - 	9202792
	1095-6840		JSON file OK - sherpa without items - 	0370735
	0363-6771		JSON file OK - sherpa without items - 	7610466
	1873-7714	16054	JSON file OK - 	7905527
	1338-4325		JSON file OK - sherpa without items - 	8400604
	1863-6713	16220	JSON file OK - 	101303952
	1879-0038		JSON file OK - sherpa without items - 	7706761
	1555-3884		JSON file OK - sherpa without items - 	9200651
	1872-7298		JSON file OK - sherpa without items - 	101167473
	1476-5462	24206	JSON file OK - 	9421525
	2073-4425	13666	JSON file OK - 	101551097
	1601-183X	3648	JSON file OK - 	101129617
	1365-2443	3682	JSON file OK - 	9607379
	1098-2264	13855	JSON file OK - 	9007329
	1549-5477	12803	JSON file OK - 	8711660
	1880-5779		JSON file OK - sherpa without items - 	9607822
	2092-9293	16380	JSON file OK - 	101481027
	1476-5470	24207	JSON file OK - 	100953417
	1526-968X	18810	JSON file OK - 	100931242
	1098-2272	13856	JSON file OK - 	8411723
	1530-0366	8799	JSON file OK - 	9815831
	1469-5073	1591	JSON file OK - 	101550220
	1297-9686	2580	JSON file OK - 	9114088
	1945-0257	160	JSON file OK - 	101494210
	1573-6857	16383	JSON file OK - 	0370740
	1943-2631	14252	JSON file OK - 	0374636
	1480-3321	10137	JSON file OK - 	8704544
	1474-760X	32565	JSON file OK - 	100960660
	1759-6653	593	JSON file OK - 	101509707
	1756-994X	2583	JSON file OK - 	101475844
	1549-5469	12804	JSON file OK - 	9518021
	1089-8646		JSON file OK - sherpa without items - 	8800135
	2210-3244	15507	JSON file OK - 	101197608
	1472-4669	881	JSON file OK - 	101185472
	1512-0112		JSON file OK - sherpa without items - 	101218222
	1970-7096	29607	JSON file OK - 	101302943
	1612-3174	13606	JSON file OK - 	101227686
	1447-0594	3683	JSON file OK - 	101135738
	1528-3984		JSON file OK - sherpa without items - 	8309633
	2115-7863	41823	JSON file OK - 	101553404
	1741-2358	11878	JSON file OK - 	8215850
	1545-3847	5293	JSON file OK - 	8101294
	1758-5341	725	JSON file OK - 	0375327
	1423-0003	9008	JSON file OK - 	7601655
	2509-2723	36034	JSON file OK - 	101686284
	1439-4421		JSON file OK - sherpa without items - 	9204210
	2616-163X		JSON file OK - sherpa without items - 	0073210
	2047-217X	23400	JSON file OK - 	101596872
	2543-6767		JSON file OK - sherpa without items - 	0374641
	1098-1136	13857	JSON file OK - 	8806785
	1365-2486	7003	JSON file OK - 	9888746
	1654-9880	12687	JSON file OK - 	101496665
	2054-4200	31679	JSON file OK - 	101703450
	1757-9767	6757	JSON file OK - 	101497462
	2397-0642	35219	JSON file OK - 	101705789
	2169-575X		JSON file OK - sherpa without items - 	101624414
	2211-8179	21311	JSON file OK - 	101584391
	1744-1706	5298	JSON file OK - 	101256323
	1744-8603	2585	JSON file OK - 	101245734
	1460-2423	331	JSON file OK - 	9104124
	1573-4986	17363	JSON file OK - 	8603310
	2164-5701	42075	JSON file OK - 	101572655
	2366-5017	31460	JSON file OK - 	101676086
	1435-702X	8001	JSON file OK - 	8205248
	1745-6584	3745	JSON file OK - 	9882886
	1029-2292	892	JSON file OK - 	9000468
	1532-2238	16839	JSON file OK - 	9814320
	2078-2101		JSON file OK - sherpa without items - 	101500911
	1468-3288	1896	JSON file OK - 	2985108R
	2005-1212		JSON file OK - sherpa without items - 	101316452
	1949-0984	12096	JSON file OK - 	101495343
	1473-0766	893	JSON file OK - 	8807913
	2468-7189	35785	JSON file OK - 	101693805
	1423-002X	9010	JSON file OK - 	7900587
	1095-6859		JSON file OK - sherpa without items - 	0365304
	1592-8721	24156	JSON file OK - 	0417435
	1365-2516	7007	JSON file OK - 	9442916
	2567-5761		JSON file OK - sherpa without items - 	8204531
	1558-9455	17366	JSON file OK - 	101264149
	1558-1969	4773	JSON file OK - 	8510415
	2468-1210	35433	JSON file OK - 	101681801
	0072-9752		JSON file OK - sherpa without items - 	0166161
	0171-2004		JSON file OK - sherpa without items - 	7902231
	1439-3980		JSON file OK - sherpa without items - 	8302815
	0017-7768		JSON file OK - sherpa without items - 	0034351
	1477-7517	2587	JSON file OK - 	101153624
	1878-1470	16920	JSON file OK - 	101128968
	1465-7309	894	JSON file OK - 	9312789
	1552-146X	22119	JSON file OK - 	0410447
	1432-1173	35997	JSON file OK - 	0372755
	2641-5224		JSON file OK - sherpa without items - 	101750601
	1746-160X	2588	JSON file OK - 	101245792
	1097-0347	14600	JSON file OK - 	8902541
	1936-0568	15651	JSON file OK - 	101304010
	1526-4610	6881	JSON file OK - 	2985091R
	1461-7196	9176	JSON file OK - 	9800465
	1544-5208	14709	JSON file OK - 	8303128
	1573-3394	17270	JSON file OK - 	9432537
	1550-512X	8947	JSON file OK - 	100896672
	1386-9620	17271	JSON file OK - 	9815649
	1550-5030	8800	JSON file OK - 	7611530
	1096-4665	5304	JSON file OK - 	8411543
	1532-7027	18953	JSON file OK - 	8908762
	1099-1050	7456	JSON file OK - 	9306780
	1744-134X	1596	JSON file OK - 	101247224
	1552-6127	9177	JSON file OK - 	9704962
	1465-3648	332	JSON file OK - 	8608459
	1369-7625	7009	JSON file OK - 	9815926
	2150-4113	35040	JSON file OK - 	9502498
	1833-3575		JSON file OK - sherpa without items - 	9438200
	1471-1842	470	JSON file OK - 	100970070
	1741-2811	9179	JSON file OK - 	100883604
	2474-8307		JSON file OK - sherpa without items - 	101712185
	1545-0864	5305	JSON file OK - 	8306485
	1538-5159	8801	JSON file OK - 	2985093R
	1873-2054		JSON file OK - sherpa without items - 	9510067
	1872-6054		JSON file OK - sherpa without items - 	8409431
	1460-2237	333	JSON file OK - 	8610614
	2368-738X		JSON file OK - sherpa without items - 	101648506
	1460-2245	334	JSON file OK - 	9008939
	1036-1073		JSON file OK - sherpa without items - 	9710936
	1524-8399	9180	JSON file OK - 	100890609
	1930-7810	3459	JSON file OK - 	8211523
	1743-7202	5306	JSON file OK - 	101299723
	1477-7525	2590	JSON file OK - 	101153626
	1209-1367		JSON file OK - sherpa without items - 	9012854
	1478-4505	21412	JSON file OK - 	101170481
	2326-5108	36915	JSON file OK - 	101654694
	1758-1044	11944	JSON file OK - 	8811549
	1475-6773	13949	JSON file OK - 	0053006
	1365-2524	7008	JSON file OK - 	9306359
	1545-6854	21434	JSON file OK - 	7611528
	1446-1242	4111	JSON file OK - 	101156268
	2328-8620	42201	JSON file OK - 	101697320
	1817-6127		JSON file OK - sherpa without items - 	101492637
	2046-4924		JSON file OK - sherpa without items - 	9706284
	2213-0772	28955	JSON file OK - 	101622189
	0840-4704	16829	JSON file OK - 	8805307
	1929-6339		JSON file OK - sherpa without items - 	100961305
	1715-6580		JSON file OK - sherpa without items - 	101280107
	1710-2774	14688	JSON file OK - 	101208192
	1878-5891	16840	JSON file OK - 	7900445
	1468-201X	1897	JSON file OK - 	9602087
	1551-7136	4774	JSON file OK - 	101231934
	1573-7322	15798	JSON file OK - 	9612481
	1527-3288		JSON file OK - sherpa without items - 	0330057
	1444-2892	16921	JSON file OK - 	100963739
	1556-3871		JSON file OK - sherpa without items - 	101200317
	1522-6662		JSON file OK - sherpa without items - 	100891112
	1615-2573	17367	JSON file OK - 	8511258
	1572-8498	17368	JSON file OK - 	8917455
	1523-5378	7025	JSON file OK - 	9605411
	1790-5427		JSON file OK - sherpa without items - 	101257471
	2241-5955		JSON file OK - sherpa without items - 	101257381
	1099-1069	7457	JSON file OK - 	8307268
	1558-1977	4779	JSON file OK - 	8709473
	1658-3876		JSON file OK - sherpa without items - 	101468532
	1607-8454	1043	JSON file OK - 	9708388
	1520-4383	35335	JSON file OK - 	100890099
	1542-4758	3650	JSON file OK - 	101093910
	1532-432X	895	JSON file OK - 	7705865
	1499-3872	20483	JSON file OK - 	101151457
	2471-254X	32664	JSON file OK - 	101695860
	1936-0541	13390	JSON file OK - 	101304009
	1527-3350	13950	JSON file OK - 	8302946
	2167-5112	30712	JSON file OK - 	101537529
	1601-5223	18391	JSON file OK - 	0374654
	1365-2540	3988	JSON file OK - 	0373007
	1248-9204	17081	JSON file OK - 	9715168
	1615-6692	17370	JSON file OK - 	7801231
	1435-1544	8009	JSON file OK - 	9425873
	1557-8682	1312	JSON file OK - 	100901183
	1179-1985	28255	JSON file OK - 	9421087
	0018-1994		JSON file OK - sherpa without items - 	0421145
	1724-6067	11480	JSON file OK - 	9200413
	1989-4805	4876	JSON file OK - 	101510649
	1098-1063	13858	JSON file OK - 	9108167
	1938-8993		JSON file OK - sherpa without items - 	101150304
	1678-4758		JSON file OK - sherpa without items - 	9513999
	1742-6316	25990	JSON file OK - 	8003052
	0957-154X	9183	JSON file OK - 	9013819
	1939-0610	3460	JSON file OK - 	9808650
	1753-8564	30444	JSON file OK - 	17340520R
	1432-119X	8010	JSON file OK - 	9506663
	1699-5848		JSON file OK - sherpa without items - 	8609357
	1365-2559	7011	JSON file OK - 	7704136
	1468-1293	13974	JSON file OK - 	100897392
	2578-7470	42203	JSON file OK - 	101738312
	2059-2310	35434	JSON file OK - 	101675570
	1433-0458	8011	JSON file OK - 	2985099R
	1550-5138	8803	JSON file OK - 	8702105
	1545-0856	5320	JSON file OK - 	8000128
	2374-4537	32777	JSON file OK - 	101650829
	1476-4245	16935	JSON file OK - 	101140517
	1618-1301		JSON file OK - sherpa without items - 	0374655
	1024-2708	39590	JSON file OK - 	9512509
	1095-6867		JSON file OK - sherpa without items - 	0217764
	1439-4286	10713	JSON file OK - 	0177722
	1868-1891	1489	JSON file OK - 	101538885
	1663-2826	9011	JSON file OK - 	101525157
	2520-8721	36040	JSON file OK - 	101142469
	2154-1671		JSON file OK - sherpa without items - 	101585349
	2154-8331	42160	JSON file OK - 	101268948
	1939-9278	18874	JSON file OK - 	0411772
	1477-2574	3651	JSON file OK - 	100900921
	0047-262X		JSON file OK - sherpa without items - 	0073267
	2618-0456		JSON file OK - sherpa without items - 	9422648
	0250-3301		JSON file OK - sherpa without items - 	8405344
	1875-869X	1812	JSON file OK - 	9711270
	1534-6617	18648	JSON file OK - 	0116717
	1097-0193	13859	JSON file OK - 	9419065
	1749-0774	3686	JSON file OK - 	8912329
	1477-0903	9187	JSON file OK - 	9004560
	1547-8181	9188	JSON file OK - 	0374660
	1742-8149	1124	JSON file OK - 	100888143
	1557-7422	1444	JSON file OK - 	9008950
	1432-1203	8012	JSON file OK - 	7613873
	1479-7364		JSON file OK - sherpa without items - 	101202210
	1423-0062	9013	JSON file OK - 	0200525
	1879-1166		JSON file OK - sherpa without items - 	8010936
	1460-2083	335	JSON file OK - 	9208958
	1872-7646	16925	JSON file OK - 	8300127
	1098-1004	13860	JSON file OK - 	9215429
	1936-4776	15777	JSON file OK - 	9010063
	1532-8392	4775	JSON file OK - 	9421547
	1099-1077	7458	JSON file OK - 	8702539
	1460-2350	1346	JSON file OK - 	8701199
	1460-2369	1347	JSON file OK - 	9507614
	1478-4491	2592	JSON file OK - 	101170535
	2164-554X	24634	JSON file OK - 	101572652
	1525-6065	896	JSON file OK - 	9421297
	1348-4214	3989	JSON file OK - 	9307690
	1524-4563	4068	JSON file OK - 	7906255
	2498-6208		JSON file OK - sherpa without items - 	17510500R
	1558-1756	23031	JSON file OK - 	9881869
	1945-7901		JSON file OK - sherpa without items - 	101260913
	2168-2208	36844	JSON file OK - 	101604520
	2168-2372	24777	JSON file OK - 	101623153
	2154-2317	23050	JSON file OK - 	101541727
	1941-1189	23021	JSON file OK - 	101493803
	1940-9990	3419	JSON file OK - 	101312520
	1558-2531	3420	JSON file OK - 	0012737
	2168-2275	37939	JSON file OK - 	101609393
	2329-4051	23035	JSON file OK - 	101491191
	1941-0042	3474	JSON file OK - 	9886191
	1558-254X	3490	JSON file OK - 	8310780
	1558-2639	3528	JSON file OK - 	101152869
	2162-2388	3532	JSON file OK - 	101616214
	1558-0210	3533	JSON file OK - 	101097023
	1939-3539	3537	JSON file OK - 	9885960
	1525-8955	3581	JSON file OK - 	9882735
	1941-0506	3584	JSON file OK - 	9891704
	1557-9964	10670	JSON file OK - 	101196755
	1751-875X	25176	JSON file OK - 	101303205
	1751-8857	25185	JSON file OK - 	101301198
	0019-1639		JSON file OK - sherpa without items - 	0373022
	2186-9634		JSON file OK - sherpa without items - 	101125977
	2472-5846	42162	JSON file OK - 	101738444
	1930-6180	10337	JSON file OK - 	9516416
	2050-4527	25919	JSON file OK - 	101635460
	1097-4180	6587	JSON file OK - 	9432918
	1878-3279		JSON file OK - sherpa without items - 	8002742
	1432-1211	8014	JSON file OK - 	0420404
	1930-3955		JSON file OK - sherpa without items - 	8806387
	2573-7732	37129	JSON file OK - 	101708159
