NlmUniqueID	sherpa_id	additional_oa_fee	oa_status
101131135	1472	yes	hybrid or gold
8711562	24216	yes	hybrid or gold
9422756	20446	yes	hybrid or gold
101627692	31523	yes	hybrid or gold
0135054	9034	yes	hybrid or gold
101635417	36613	yes	hybrid or gold
9604937	17214	yes	hybrid or gold
9435674	967	yes	hybrid or gold
9436057	968	yes	hybrid or gold
8208839	16009	yes	hybrid or gold
8508431	8897	yes	hybrid or gold
0267442	9036	yes	hybrid or gold
101599215	25119	yes	hybrid or gold
101730510	35853	yes	hybrid or gold
101695048	35854	yes	hybrid or gold
0054655	9037	yes	hybrid or gold
7802443	14159	yes	hybrid or gold
7708433	13362	yes	hybrid or gold
8904931	8898	yes	hybrid or gold
9508565	11897	yes	hybrid or gold
101319632	8143	yes	hybrid or gold
9001454	4805	yes	hybrid or gold
8806621	17430	yes	hybrid or gold
8301221	969	yes	hybrid or gold
101154995	18028	yes	hybrid or gold
100890393	7793	yes	hybrid or gold
8610391	16141	yes	hybrid or gold
0334721	9038	yes	hybrid or gold
101144387	11899	yes	hybrid or gold
0200547	41828	yes	hybrid or gold
0254463	4806	yes	hybrid or gold
8409486	8899	yes	hybrid or gold
101494830	10474	yes	hybrid or gold
7806107	4267	yes	hybrid or gold
0376412	3386	yes	hybrid or gold
9100105	13452	yes	hybrid or gold
101144015	35696	yes	hybrid or gold
100961504	8900	yes	hybrid or gold
0144042	4807	yes	hybrid or gold
8508176	19328	yes	hybrid or gold
7803944	15222	yes	hybrid or gold
9206575	7150	yes	hybrid or gold
100883685	18270	yes	hybrid or gold
101582666	22230	yes	hybrid or gold
8709766	7117	yes	hybrid or gold
100898941	16537	yes	hybrid or gold
7508686	16961	yes	hybrid or gold
101555934	19588	yes	hybrid or gold
100894201	16011	yes	hybrid or gold
101130835	2564	yes	hybrid or gold
8704926	11642	yes	hybrid or gold
101232529	2152	yes	hybrid or gold
8608542	8901	yes	hybrid or gold
100966936	9039	yes	hybrid or gold
7910948	24374	yes	hybrid or gold
8703571	8149	yes	hybrid or gold
0401121	2154	yes	hybrid or gold
9007504	9040	yes	hybrid or gold
101595366	27405	yes	hybrid or gold
101583421	22231	yes	hybrid or gold
9431380	6936	yes	hybrid or gold
0175411	19700	yes	hybrid or gold
101309314	18269	yes	hybrid or gold
9106718	2499	yes	hybrid or gold
101549629	1473	yes	hybrid or gold
0356657	4268	yes	hybrid or gold
101186624	13907	yes	hybrid or gold
8003849	16407	yes	hybrid or gold
0401126	4809	yes	hybrid or gold
100954653	8903	yes	hybrid or gold
8406799	15223	yes	hybrid or gold
9809673	35699	yes	hybrid or gold
100939345	2494	yes	hybrid or gold
8507560	8904	yes	hybrid or gold
8909729	12259	yes	hybrid or gold
8700164	971	yes	hybrid or gold
8701858	8957	yes	hybrid or gold
100886002	6938	yes	hybrid or gold
8708728	8150	yes	hybrid or gold
8508183	16538	yes	hybrid or gold
9114967	9042	yes	hybrid or gold
101572033	22130	yes	hybrid or gold
8912748	8905	yes	hybrid or gold
8510590	13909	yes	hybrid or gold
0365332	8152	yes	hybrid or gold
0100714	22094	yes	hybrid or gold
8103046	10909	yes	hybrid or gold
8609169	8153	yes	hybrid or gold
9802574	15224	yes	hybrid or gold
0376422	6237	yes	hybrid or gold
101238549	12306	yes	hybrid or gold
0401131	10321	yes	hybrid or gold
0372307	22989	yes	hybrid or gold
8700166	9409	yes	hybrid or gold
9313276	11900	yes	hybrid or gold
7809042	9410	yes	hybrid or gold
9703164	9411	yes	hybrid or gold
101517071	3500	yes	hybrid or gold
101473502	7543	yes	hybrid or gold
0401132	8606	yes	hybrid or gold
0401133	15227	yes	hybrid or gold
101274347	9414	yes	hybrid or gold
101499631	9412	yes	hybrid or gold
100898744	6939	yes	hybrid or gold
1301573	11402	yes	hybrid or gold
101260152	4811	yes	hybrid or gold
8907069	8458	yes	hybrid or gold
0154720	8155	yes	hybrid or gold
9610932	973	yes	hybrid or gold
101623431	22101	yes	hybrid or gold
101582615	24696	yes	hybrid or gold
8406521	16628	yes	hybrid or gold
101201192	7544	yes	hybrid or gold
101471195	18264	yes	hybrid or gold
9212404	18274	yes	hybrid or gold
9208369	7545	yes	hybrid or gold
101231005	8907	yes	hybrid or gold
100897350	12307	yes	hybrid or gold
101083949	24218	yes	hybrid or gold
0367050	12843	yes	hybrid or gold
101234999	35860	yes	hybrid or gold
8907422	11403	yes	hybrid or gold
0421737	9889	yes	hybrid or gold
0152016	9043	yes	hybrid or gold
8402938	10721	yes	hybrid or gold
101133385	11600	yes	hybrid or gold
7503623	11601	yes	hybrid or gold
9012921	11971	yes	hybrid or gold
0376424	9044	yes	hybrid or gold
101734781	1474	yes	hybrid or gold
0376425	6940	yes	hybrid or gold
101124451	18030	yes	hybrid or gold
9013641	2500	yes	hybrid or gold
100954728	16448	yes	hybrid or gold
101197454	11337	yes	hybrid or gold
100888160	18031	yes	hybrid or gold
101760671	12978	yes	hybrid or gold
101229718	12905	yes	hybrid or gold
0401220	11266	yes	hybrid or gold
9102787	4812	yes	hybrid or gold
8109120	975	yes	hybrid or gold
101676019	31531	yes	hybrid or gold
0401141	13640	yes	hybrid or gold
0427461	33274	yes	hybrid or gold
100883369	3881	yes	hybrid or gold
9815683	7399	yes	hybrid or gold
9306921	11340	yes	hybrid or gold
1256322	16030	yes	hybrid or gold
0231714	7400	yes	hybrid or gold
101208185	7401	yes	hybrid or gold
9612022	7546	yes	hybrid or gold
9015520	976	yes	hybrid or gold
9200492	7547	yes	hybrid or gold
9427222	10350	yes	hybrid or gold
8904486	7548	yes	hybrid or gold
101318927	15958	yes	hybrid or gold
9814578	17440	yes	hybrid or gold
101148926	3784	yes	hybrid or gold
9208688	41254	yes	hybrid or gold
9309004	7155	yes	hybrid or gold
9430925	1402	yes	hybrid or gold
9880970	8157	yes	hybrid or gold
9882809	10351	yes	hybrid or gold
8803554	15769	yes	hybrid or gold
9207397	6981	yes	hybrid or gold
9106343	13032	yes	hybrid or gold
0401224	41250	yes	hybrid or gold
101602701	28646	yes	hybrid or gold
1250576	8158	yes	hybrid or gold
0066751	10841	yes	hybrid or gold
7802221	11405	yes	hybrid or gold
1306050	8908	yes	hybrid or gold
101491319	17129	yes	hybrid or gold
100901316	9419	yes	hybrid or gold
8800535	13525	yes	hybrid or gold
101481266	1480	yes	hybrid or gold
0376427	5960	yes	hybrid or gold
101626590	36238	yes	hybrid or gold
0401147	42179	yes	hybrid or gold
0234135	1944	yes	hybrid or gold
101130961	1945	yes	hybrid or gold
101468093	8459	yes	hybrid or gold
101552483	18856	yes	hybrid or gold
8918173	19036	yes	hybrid or gold
9703530	978	yes	hybrid or gold
8106540	7552	yes	hybrid or gold
9607037	5964	yes	hybrid or gold
100894724	17447	yes	hybrid or gold
0430463	4813	yes	hybrid or gold
0401152	17448	yes	hybrid or gold
101484100	16143	yes	hybrid or gold
101245157	11603	yes	hybrid or gold
8908934	19336	yes	hybrid or gold
7505876	10338	yes	hybrid or gold
7505881	2169	yes	hybrid or gold
101291585	8911	yes	hybrid or gold
0401233	4679	yes	hybrid or gold
0376442	4814	yes	hybrid or gold
101273946	8612	yes	hybrid or gold
7900832	4681	yes	hybrid or gold
9886009	16039	yes	hybrid or gold
9431859	4687	yes	hybrid or gold
100909380	35707	yes	hybrid or gold
9808648	16578	yes	hybrid or gold
8101368	13920	yes	hybrid or gold
9815755	24217	yes	hybrid or gold
7707720	19345	yes	hybrid or gold
101186484	1386	yes	hybrid or gold
101212092	17022	yes	hybrid or gold
9441434	32049	yes	hybrid or gold
9211750	6950	yes	hybrid or gold
8700181	13910	yes	hybrid or gold
101092707	1888	yes	hybrid or gold
101298608	1889	yes	hybrid or gold
9806853	17197	yes	hybrid or gold
101598595	21331	yes	hybrid or gold
7708110	4815	yes	hybrid or gold
9106748	8912	yes	hybrid or gold
0376465	16673	yes	hybrid or gold
9601800	29547	yes	hybrid or gold
0376470	42138	yes	hybrid or gold
0226661	27437	yes	hybrid or gold
101230058	6952	yes	hybrid or gold
8802734	3510	yes	hybrid or gold
8904079	3509	yes	hybrid or gold
8915253	3503	yes	hybrid or gold
0376473	3504	yes	hybrid or gold
8807983	16306	yes	hybrid or gold
9604099	5980	yes	hybrid or gold
1254142	2174	yes	hybrid or gold
9606928	3505	yes	hybrid or gold
101135751	21921	yes	hybrid or gold
0376475	10322	yes	hybrid or gold
0435062	8167	yes	hybrid or gold
0376476	3506	yes	hybrid or gold
9007542	9429	yes	hybrid or gold
100940059	9430	yes	hybrid or gold
101214316	3507	yes	hybrid or gold
101495376	3508	yes	hybrid or gold
9502924	22599	yes	hybrid or gold
9214524	7556	yes	hybrid or gold
8401537	9045	yes	hybrid or gold
7608025	8168	yes	hybrid or gold
0376505	8913	yes	hybrid or gold
0024046	9046	yes	hybrid or gold
9110958	5982	yes	hybrid or gold
2984829R	3516	yes	hybrid or gold
101474167	9047	yes	hybrid or gold
8501498	15236	yes	hybrid or gold
9716844	10293	yes	hybrid or gold
9306503	9436	yes	hybrid or gold
9715279	11408	yes	hybrid or gold
101250499	17450	yes	hybrid or gold
101259775	1226	yes	hybrid or gold
0144032	2176	yes	hybrid or gold
9438285	693	yes	hybrid or gold
9202144	9439	yes	hybrid or gold
9210257	16631	yes	hybrid or gold
9306156	8914	yes	hybrid or gold
0415677	8172	yes	hybrid or gold
8109958	1389	yes	hybrid or gold
8302501	35496	yes	hybrid or gold
9604102	4817	yes	hybrid or gold
0123703	4818	yes	hybrid or gold
101765309	42793	yes	hybrid or gold
101467995	13063	yes	hybrid or gold
0401260	14287	yes	hybrid or gold
8802365	7560	yes	hybrid or gold
9918266300206676	3960	yes	hybrid or gold
101776133	3969	yes	hybrid or gold
9918470777806676	3973	yes	hybrid or gold
101776469	3974	yes	hybrid or gold
101266081	3959	yes	hybrid or gold
101309942	3963	yes	hybrid or gold
101291922	3978	yes	hybrid or gold
9804508	8916	yes	hybrid or gold
101278116	12308	yes	hybrid or gold
8104825	22131	yes	hybrid or gold
0365337	3517	yes	hybrid or gold
7802471	4885	yes	hybrid or gold
101213381	1481	yes	hybrid or gold
9015668	2551	yes	hybrid or gold
8907465	7750	yes	hybrid or gold
101291249	9449	yes	hybrid or gold
100966036	11760	yes	hybrid or gold
7908221	9450	yes	hybrid or gold
101773609	14832	yes	hybrid or gold
8709782	16082	yes	hybrid or gold
101392499	4270	yes	hybrid or gold
7806136	15239	yes	hybrid or gold
8006373	9927	yes	hybrid or gold
101231974	16084	yes	hybrid or gold
101167637	6014	yes	hybrid or gold
101543738	7561	yes	hybrid or gold
101146940	33054	yes	hybrid or gold
101140022	12881	yes	hybrid or gold
0137356	9048	yes	hybrid or gold
9616368	6784	yes	hybrid or gold
9005499	2052	yes	hybrid or gold
0332173	17145	yes	hybrid or gold
101298744	32792	yes	hybrid or gold
8309919	8917	yes	hybrid or gold
101632437	35868	yes	hybrid or gold
101778593	35872	yes	hybrid or gold
100940588	16469	yes	hybrid or gold
0425754	19503	yes	hybrid or gold
101778594	35877	yes	hybrid or gold
101770941	35879	yes	hybrid or gold
9112448	7563	yes	hybrid or gold
2984779R	10509	yes	hybrid or gold
8711016	19511	yes	hybrid or gold
101270873	3980	yes	hybrid or gold
0405571	9874	yes	hybrid or gold
8708093	4819	yes	hybrid or gold
8206885	8218	yes	hybrid or gold
100883501	1391	yes	hybrid or gold
8109978	6958	yes	hybrid or gold
9509184	12806	yes	hybrid or gold
9440156	6034	yes	hybrid or gold
8804206	3763	yes	hybrid or gold
0404375	993	yes	hybrid or gold
0060105	994	yes	hybrid or gold
0323767	24375	yes	hybrid or gold
9111504	11901	yes	hybrid or gold
9502210	996	yes	hybrid or gold
0404510	3792	yes	hybrid or gold
100883503	11646	yes	hybrid or gold
0321213	998	yes	hybrid or gold
101743576	3519	yes	hybrid or gold
0236760	1392	yes	hybrid or gold
8906258	36008	yes	hybrid or gold
101655530	11844	yes	hybrid or gold
101529880	20549	yes	hybrid or gold
8904113	2187	yes	hybrid or gold
101775189	9507	yes	hybrid or gold
9516228	17209	yes	hybrid or gold
101724288	33323	yes	hybrid or gold
0330500	15487	yes	hybrid or gold
2983335R	19688	yes	hybrid or gold
1306053	4820	yes	hybrid or gold
9010218	11411	yes	hybrid or gold
9807630	9466	yes	hybrid or gold
9607332	11412	yes	hybrid or gold
8502262	4824	yes	hybrid or gold
8911629	15242	yes	hybrid or gold
101240003	4825	yes	hybrid or gold
0404514	4826	yes	hybrid or gold
9009458	11413	yes	hybrid or gold
101308769	8220	yes	hybrid or gold
8110297	10725	yes	hybrid or gold
9717520	10726	yes	hybrid or gold
8110298	4827	yes	hybrid or gold
8111343	10727	yes	hybrid or gold
1264464	12945	yes	hybrid or gold
0420432	4828	yes	hybrid or gold
8504688	4829	yes	hybrid or gold
8610759	1002	yes	hybrid or gold
9441351	4831	yes	hybrid or gold
9216162	4832	yes	hybrid or gold
7801132	4833	yes	hybrid or gold
9202882	4834	yes	hybrid or gold
100909394	10729	yes	hybrid or gold
9431858	10730	yes	hybrid or gold
0053252	4835	yes	hybrid or gold
8405117	10731	yes	hybrid or gold
9815944	4838	yes	hybrid or gold
0431155	10732	yes	hybrid or gold
8504689	16559	yes	hybrid or gold
8809602	4839	yes	hybrid or gold
9506704	9467	yes	hybrid or gold
101316472	9050	yes	hybrid or gold
101242667	7751	yes	hybrid or gold
101614773	27423	yes	hybrid or gold
7705941	8920	yes	hybrid or gold
9805554	1947	yes	hybrid or gold
9421564	8921	yes	hybrid or gold
101264408	8922	yes	hybrid or gold
7701953	8225	yes	hybrid or gold
101188418	9051	yes	hybrid or gold
9504453	11902	yes	hybrid or gold
7809084	10336	yes	hybrid or gold
9804161	8226	yes	hybrid or gold
101271531	4840	yes	hybrid or gold
9804678	12948	yes	hybrid or gold
101235338	1911	yes	hybrid or gold
101724536	41742	yes	hybrid or gold
101279009	1230	yes	hybrid or gold
8804358	8228	yes	hybrid or gold
8303205	31827	yes	hybrid or gold
7506743	9479	yes	hybrid or gold
7603729	6077	yes	hybrid or gold
101308228	6079	yes	hybrid or gold
8205036	15947	yes	hybrid or gold
101295070	18033	yes	hybrid or gold
101623819	31865	yes	hybrid or gold
8203334	10627	yes	hybrid or gold
9306181	16042	yes	hybrid or gold
8904127	1003	yes	hybrid or gold
101095192	24424	yes	hybrid or gold
101516571	17153	yes	hybrid or gold
8103755	15243	yes	hybrid or gold
9602533	15140	yes	hybrid or gold
9609749	4038	yes	hybrid or gold
101680856	31866	yes	hybrid or gold
7610646	8925	yes	hybrid or gold
101130732	16776	yes	hybrid or gold
101151352	6111	yes	hybrid or gold
101518422	9488	yes	hybrid or gold
8412297	18279	yes	hybrid or gold
101176023	19269	yes	hybrid or gold
8215016	7571	yes	hybrid or gold
9212457	9490	yes	hybrid or gold
101752767	15660	yes	hybrid or gold
9304532	1051	yes	hybrid or gold
101197107	164	yes	hybrid or gold
8902881	9052	yes	hybrid or gold
0404536	17156	yes	hybrid or gold
9310896	1004	yes	hybrid or gold
8603469	16679	yes	hybrid or gold
101089166	7574	yes	hybrid or gold
0235266	18993	yes	hybrid or gold
101087697	6590	yes	hybrid or gold
7810364	15991	yes	hybrid or gold
1250602	16959	yes	hybrid or gold
8808537	6136	yes	hybrid or gold
9602153	1006	yes	hybrid or gold
9302957	8241	yes	hybrid or gold
0074243	4841	yes	hybrid or gold
8806653	16234	yes	hybrid or gold
9815642	1482	yes	hybrid or gold
101233809	9497	yes	hybrid or gold
100888751	8930	yes	hybrid or gold
9211789	4842	yes	hybrid or gold
101491209	4843	yes	hybrid or gold
8608029	16233	yes	hybrid or gold
9204360	16232	yes	hybrid or gold
101168329	16760	yes	hybrid or gold
0417347	3250	yes	hybrid or gold
0404551	16758	yes	hybrid or gold
8806914	13913	yes	hybrid or gold
9302532	713	yes	hybrid or gold
101464963	1007	yes	hybrid or gold
8111384	17473	yes	hybrid or gold
2984816R	17159	yes	hybrid or gold
101270595	17040	yes	hybrid or gold
8910884	6146	yes	hybrid or gold
9613614	17244	yes	hybrid or gold
9704676	8933	yes	hybrid or gold
9806675	4846	yes	hybrid or gold
21120500R	8623	yes	hybrid or gold
9314590	2064	yes	hybrid or gold
100959949	1476	yes	hybrid or gold
0145600	8243	yes	hybrid or gold
101570881	22158	yes	hybrid or gold
0256422	11414	yes	hybrid or gold
9708216	8261	yes	hybrid or gold
101538870	14578	yes	hybrid or gold
7909660	8958	yes	hybrid or gold
101543518	1477	yes	hybrid or gold
101597411	24772	yes	hybrid or gold
0407224	35445	yes	hybrid or gold
0420544	11247	yes	hybrid or gold
0421510	17160	yes	hybrid or gold
7903387	10737	yes	hybrid or gold
101198195	4847	yes	hybrid or gold
0417353	1961	yes	hybrid or gold
101601065	25307	yes	hybrid or gold
0214745	15136	yes	hybrid or gold
101466659	41517	yes	hybrid or gold
101466660	41515	yes	hybrid or gold
101466663	41516	yes	hybrid or gold
101699923	36197	yes	hybrid or gold
9209612	1962	yes	hybrid or gold
101506764	6982	yes	hybrid or gold
101465592	12953	yes	hybrid or gold
8913523	8962	yes	hybrid or gold
9515174	14591	yes	hybrid or gold
9439750	14592	yes	hybrid or gold
8602702	9549	yes	hybrid or gold
101134521	1011	yes	hybrid or gold
7905907	9548	yes	hybrid or gold
9805461	1404	yes	hybrid or gold
100939340	11906	yes	hybrid or gold
101144385	6256	yes	hybrid or gold
7506129	23332	yes	hybrid or gold
101319538	2553	yes	hybrid or gold
101530967	12111	yes	hybrid or gold
9708119	9551	yes	hybrid or gold
101095653	15880	yes	hybrid or gold
9301182	6985	yes	hybrid or gold
8709027	4848	yes	hybrid or gold
0417360	15950	yes	hybrid or gold
9209120	16194	yes	hybrid or gold
101554668	34746	yes	hybrid or gold
101517297	16196	yes	hybrid or gold
9309923	15882	yes	hybrid or gold
100883688	11907	yes	hybrid or gold
101774629	40439	yes	hybrid or gold
0243532	15883	yes	hybrid or gold
0132144	8968	yes	hybrid or gold
100890578	9555	yes	hybrid or gold
101230758	12956	yes	hybrid or gold
100955338	1405	yes	hybrid or gold
8310903	23054	yes	hybrid or gold
9108337	12957	yes	hybrid or gold
9200566	23055	yes	hybrid or gold
9708669	23056	yes	hybrid or gold
8805125	23057	yes	hybrid or gold
9001516	23058	yes	hybrid or gold
8507085	23059	yes	hybrid or gold
100966032	23060	yes	hybrid or gold
9310916	23061	yes	hybrid or gold
100966035	23062	yes	hybrid or gold
7808616	23063	yes	hybrid or gold
101613233	28973	yes	hybrid or gold
100966034	23064	yes	hybrid or gold
7906158	23065	yes	hybrid or gold
9890299	23066	yes	hybrid or gold
1277355	17274	yes	hybrid or gold
1301706	11972	yes	hybrid or gold
9610576	7180	yes	hybrid or gold
0111356	31089	yes	hybrid or gold
101244624	13539	yes	hybrid or gold
7513702	16573	yes	hybrid or gold
8303585	10873	yes	hybrid or gold
7909167	24773	yes	hybrid or gold
0050452	16574	yes	hybrid or gold
9108340	31596	yes	hybrid or gold
8809459	8963	yes	hybrid or gold
8002867	1013	yes	hybrid or gold
101539818	16235	yes	hybrid or gold
0423221	4851	yes	hybrid or gold
0417373	9055	yes	hybrid or gold
101602699	36205	yes	hybrid or gold
100883818	3660	yes	hybrid or gold
101592642	28976	yes	hybrid or gold
101136421	9561	yes	hybrid or gold
9610930	9562	yes	hybrid or gold
101130615	17166	yes	hybrid or gold
101196722	18357	yes	hybrid or gold
100965525	1485	yes	hybrid or gold
100956422	15826	yes	hybrid or gold
8511904	4852	yes	hybrid or gold
9815628	4853	yes	hybrid or gold
8511905	4854	yes	hybrid or gold
7809942	4855	yes	hybrid or gold
9880575	6986	yes	hybrid or gold
101185242	7427	yes	hybrid or gold
9426187	15927	yes	hybrid or gold
7705469	12885	yes	hybrid or gold
100887377	15928	yes	hybrid or gold
101680410	35901	yes	hybrid or gold
0312020	11089	yes	hybrid or gold
9209635	15929	yes	hybrid or gold
0031164	1963	yes	hybrid or gold
8100520	12590	yes	hybrid or gold
8113214	15930	yes	hybrid or gold
9506308	9564	yes	hybrid or gold
8916436	33037	yes	hybrid or gold
8801552	1486	yes	hybrid or gold
9423843	8274	yes	hybrid or gold
9802575	41839	yes	hybrid or gold
8803967	16389	yes	hybrid or gold
8410979	16853	yes	hybrid or gold
8809466	2238	yes	hybrid or gold
0413606	3666	yes	hybrid or gold
9881064	9567	yes	hybrid or gold
9886167	37179	yes	hybrid or gold
7905435	9568	yes	hybrid or gold
21620870R	14899	yes	hybrid or gold
8708475	17481	yes	hybrid or gold
101524169	11909	yes	hybrid or gold
101508311	11911	yes	hybrid or gold
101536955	7587	yes	hybrid or gold
7608076	6289	yes	hybrid or gold
9204382	2067	yes	hybrid or gold
101575677	25120	yes	hybrid or gold
101120023	1016	yes	hybrid or gold
9012472	13041	yes	hybrid or gold
101278599	14897	yes	hybrid or gold
101518415	9572	yes	hybrid or gold
7704052	14426	yes	hybrid or gold
8307716	8279	yes	hybrid or gold
101185267	19428	yes	hybrid or gold
9310939	6989	yes	hybrid or gold
1306665	1017	yes	hybrid or gold
9438793	11913	yes	hybrid or gold
8607637	7591	yes	hybrid or gold
9506215	8287	yes	hybrid or gold
9801717	8477	yes	hybrid or gold
8912155	36539	yes	hybrid or gold
0414162	8295	yes	hybrid or gold
101225070	1487	yes	hybrid or gold
8807837	13921	yes	hybrid or gold
101300786	2555	yes	hybrid or gold
101179386	6	yes	hybrid or gold
9309124	2242	yes	hybrid or gold
101499145	1715	yes	hybrid or gold
9440159	1716	yes	hybrid or gold
1254476	165	yes	hybrid or gold
0370570	32978	yes	hybrid or gold
0370320	377	yes	hybrid or gold
0370374	1726	yes	hybrid or gold
7603486	1731	yes	hybrid or gold
8409340	1736	yes	hybrid or gold
101572336	21419	yes	hybrid or gold
8706645	1739	yes	hybrid or gold
101276222	26400	yes	hybrid or gold
0370436	3176	yes	hybrid or gold
0045335	3177	yes	hybrid or gold
9312325	3178	yes	hybrid or gold
0421406	10763	yes	hybrid or gold
8502311	10545	yes	hybrid or gold
8704771	8710	yes	hybrid or gold
0370465	3180	yes	hybrid or gold
0207277	14170	yes	hybrid or gold
0100626	18678	yes	hybrid or gold
8004854	3179	yes	hybrid or gold
8110075	4726	yes	hybrid or gold
0267200	12950	yes	hybrid or gold
0370476	3181	yes	hybrid or gold
0370500	10550	yes	hybrid or gold
8610224	10551	yes	hybrid or gold
8000029	4727	yes	hybrid or gold
8704773	10552	yes	hybrid or gold
0370473	14174	yes	hybrid or gold
101587185	762	yes	hybrid or gold
9505216	10554	yes	hybrid or gold
0370535	10558	yes	hybrid or gold
0370534	10557	yes	hybrid or gold
7807205	10564	yes	hybrid or gold
9503580	10577	yes	hybrid or gold
100963897	379	yes	hybrid or gold
9800503	4729	yes	hybrid or gold
8002646	3182	yes	hybrid or gold
0116744	10405	yes	hybrid or gold
9100013	10578	yes	hybrid or gold
9203131	24909	yes	hybrid or gold
101502773	10580	yes	hybrid or gold
15030100R	15585	yes	hybrid or gold
8109699	10585	yes	hybrid or gold
8006808	11123	yes	hybrid or gold
0261412	12437	yes	hybrid or gold
0247660	13349	yes	hybrid or gold
8214379	12425	yes	hybrid or gold
9312706	12426	yes	hybrid or gold
0116711	4277	yes	hybrid or gold
2985158R	4731	yes	hybrid or gold
8708534	4732	yes	hybrid or gold
100972232	26033	yes	hybrid or gold
8506498	4733	yes	hybrid or gold
101517820	12465	yes	hybrid or gold
0242543	16730	yes	hybrid or gold
7708170	16731	yes	hybrid or gold
100909359	15527	yes	hybrid or gold
8004872	12474	yes	hybrid or gold
1251640	16734	yes	hybrid or gold
101121446	12417	yes	hybrid or gold
101120682	12418	yes	hybrid or gold
101120605	11310	yes	hybrid or gold
101121582	12420	yes	hybrid or gold
101121149	12421	yes	hybrid or gold
0372516	11271	yes	hybrid or gold
0101032	15490	yes	hybrid or gold
101731706	12428	yes	hybrid or gold
101731713	12429	yes	hybrid or gold
101731726	12432	yes	hybrid or gold
101731723	12430	yes	hybrid or gold
101731730	12433	yes	hybrid or gold
101731727	11152	yes	hybrid or gold
101731731	12434	yes	hybrid or gold
101731734	12435	yes	hybrid or gold
1264604	16736	yes	hybrid or gold
100953583	12808	yes	hybrid or gold
2984727R	14666	yes	hybrid or gold
0213264	15492	yes	hybrid or gold
101671285	33292	yes	hybrid or gold
9004494	11273	yes	hybrid or gold
8100316	13691	yes	hybrid or gold
9413298	26035	yes	hybrid or gold
9107377	26036	yes	hybrid or gold
9889523	15496	yes	hybrid or gold
9001289	15498	yes	hybrid or gold
0430773	15499	yes	hybrid or gold
9509932	11276	yes	hybrid or gold
8504048	16737	yes	hybrid or gold
8405235	13738	yes	hybrid or gold
8800478	12478	yes	hybrid or gold
7909235	28656	yes	hybrid or gold
0045503	12479	yes	hybrid or gold
7605818	12480	yes	hybrid or gold
9213011	16721	yes	hybrid or gold
8913178	16739	yes	hybrid or gold
8812910	15837	yes	hybrid or gold
101508793	12486	yes	hybrid or gold
9212060	16742	yes	hybrid or gold
8006226	15129	yes	hybrid or gold
8904683	15131	yes	hybrid or gold
101656080	30004	yes	hybrid or gold
0227276	15501	yes	hybrid or gold
0320657	4576	yes	hybrid or gold
7801702	16858	yes	hybrid or gold
101499602	8737	yes	hybrid or gold
101479941	8739	yes	hybrid or gold
0047103	4069	yes	hybrid or gold
0133660	12814	yes	hybrid or gold
8611877	15502	yes	hybrid or gold
8406412	16861	yes	hybrid or gold
101160775	4740	yes	hybrid or gold
100883537	11277	yes	hybrid or gold
101525386	20475	yes	hybrid or gold
7502039	15533	yes	hybrid or gold
100883319	15534	yes	hybrid or gold
8309603	15536	yes	hybrid or gold
9002902	4741	yes	hybrid or gold
101553659	18464	yes	hybrid or gold
101167278	8748	yes	hybrid or gold
0241111	16052	yes	hybrid or gold
0367541	16793	yes	hybrid or gold
101225531	15541	yes	hybrid or gold
9303140	16797	yes	hybrid or gold
0234361	16867	yes	hybrid or gold
0100725	16868	yes	hybrid or gold
8916049	15170	yes	hybrid or gold
0006252	11157	yes	hybrid or gold
100956435	3413	yes	hybrid or gold
9100492	11159	yes	hybrid or gold
8913428	11160	yes	hybrid or gold
9811312	11161	yes	hybrid or gold
8900118	11164	yes	hybrid or gold
101635599	30794	yes	hybrid or gold
9815056	11165	yes	hybrid or gold
9111376	11166	yes	hybrid or gold
100966133	11167	yes	hybrid or gold
100883395	11168	yes	hybrid or gold
9107784	11158	yes	hybrid or gold
7702986	3184	yes	hybrid or gold
7701802	3185	yes	hybrid or gold
7607123	3186	yes	hybrid or gold
101134613	3187	yes	hybrid or gold
0372617	3188	yes	hybrid or gold
101272517	3940	yes	hybrid or gold
9005353	11281	yes	hybrid or gold
8508040	13694	yes	hybrid or gold
0372762	11282	yes	hybrid or gold
9607599	10435	yes	hybrid or gold
101462250	4763	yes	hybrid or gold
8508335	15543	yes	hybrid or gold
8305899	12859	yes	hybrid or gold
100958385	4764	yes	hybrid or gold
0370657	3215	yes	hybrid or gold
101139138	16881	yes	hybrid or gold
7513587	16497	yes	hybrid or gold
9604391	16498	yes	hybrid or gold
101602406	27749	yes	hybrid or gold
0375037	16892	yes	hybrid or gold
0147621	11285	yes	hybrid or gold
100892858	28949	yes	hybrid or gold
101531465	10426	yes	hybrid or gold
9005373	12493	yes	hybrid or gold
9003220	12916	yes	hybrid or gold
101247089	13224	yes	hybrid or gold
100885136	13225	yes	hybrid or gold
9715169	13227	yes	hybrid or gold
9109778	13230	yes	hybrid or gold
8917383	13233	yes	hybrid or gold
8106411	13235	yes	hybrid or gold
8504356	4765	yes	hybrid or gold
9512728	13237	yes	hybrid or gold
9111390	13240	yes	hybrid or gold
7512719	13243	yes	hybrid or gold
7801727	16897	yes	hybrid or gold
0373226	11288	yes	hybrid or gold
0370707	11289	yes	hybrid or gold
0047061	16821	yes	hybrid or gold
0402313	16822	yes	hybrid or gold
