NlmUniqueID	Title	MedlineTA	PublicationInfo/Country	PublicationInfo/Place	PublicationInfo/Publisher	PublicationInfo/PublicationFirstYear	PublicationInfo/PublicationEndYear	PublicationInfo/Frequency	ISSN[@IssnType="Electronic"]	ISSN[@IssnType="Print"]	ISSNLinking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	
8002742	Immunobiology	Immunobiology	Netherlands	Amsterdam	Elsevier	1979		Monthly	1878-3279	0171-2985	0171-2985	eng	Y	1979	Y	Y	IM	http://www.sciencedirect.com/science/journal/01712985	Y	
0010301	Immunochemistry	Immunochemistry	England	Oxford	Pergamon Press	1964	1978	Monthly		0019-2791	0019-2791	eng	N		N	N	IM		Y	
9001383	Immunodeficiency reviews	Immunodefic Rev	Switzerland	Chur	Harwood	1988	1992	Four no. a year		0893-5300	0893-5300	eng	N		N	N	IM		Y	
9418574	Immunodeficiency	Immunodeficiency	Switzerland	Yverdon	Harwood Academic Publishers	1993	199u	Four no. a year		1067-795X	1067-795X	eng	N		N	N	IM		Y	
0420404	Immunogenetics	Immunogenetics	United States	New York, NY	Springer Verlag	1974		Monthly	1432-1211	0093-7711	0093-7711	eng	N	1980	Y	Y	IM	https://link.springer.com/journal/251	Y	
8806387	Immunohematology	Immunohematology	United States	[Washington, D.C.]	American Red Cross	1984		Four no. a year	1930-3955	0894-203X	0894-203X	eng	N	2004	Y	N	IM		Y	
101708159	ImmunoHorizons	Immunohorizons	United States	Rockville, Maryland	American Association of Immunologists, Inc.	2017		Monthly	2573-7732		2573-7732	eng	N	2018	Y	Y	IM	http://www.immunohorizons.org/	Y	
8805635	Immunology and allergy clinics of North America	Immunol Allergy Clin North Am	United States	Philadelphia	W.B. Saunders	1987		Quarterly	1557-8607	0889-8561	0889-8561	eng	N	2003	Y	Y	IM	http://www.sciencedirect.com/science/journal/08898561	Y	
8706300	Immunology and cell biology	Immunol Cell Biol	United States	[Hoboken, NJ]	Wiley	1987		Bimonthly	1440-1711	0818-9641	0818-9641	eng	N	1987	Y	Y	IM	https://onlinelibrary.wiley.com/journal/14401711	Y	
0353016	Immunological communications	Immunol Commun	United States	New York Ny	Marcel Dekker	1972	1984	Six no. a year		0090-0877	0090-0877	eng	N		N	N	IM		Y	
8504629	Immunological investigations	Immunol Invest	England	London	Informa Healthcare	1985		Four no. a  year,	1532-4311	0882-0139	0882-0139	eng	N	1985	Y	Y	IM	http://www.tandfonline.com/loi/iimm20	Y	
7910006	Immunology letters	Immunol Lett	Netherlands	Amsterdam	Elsevier/North-Holland Biomedical Press.	1979		Fifteen no. a year	1879-0542	0165-2478	0165-2478	eng	N	1981	Y	Y	IM	https://www.sciencedirect.com/journal/immunology-letters	Y	
101736847	Immunological medicine	Immunol Med	England	London	Informa UK Limited	2018		Four issues per year	2578-5826		2578-5826	eng	Y	2018	Y	Y	IM	https://www.tandfonline.com/toc/timm20/current	Y	
8611087	Immunologic research	Immunol Res	United States	Totawa Nj	Humana Press	1986		Six no. a year	1559-0755	0257-277X	0257-277X	eng	N	1986	Y	Y	IM	https://link.springer.com/journal/12026	Y	
7702118	Immunological reviews	Immunol Rev	England	Oxford	Blackwell	1977		Bimonthly,	1600-065X	0105-2896	0105-2896	eng	N	1977	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-065X	Y	
0404721	Immunology series	Immunol Ser	United States	New York, NY	Marcel Dekker	1973	1994	Irregular		0092-6019	0092-6019	eng	N		N	N	IM		Y	
8807494	Immunology. Supplement	Immunol Suppl	England	Oxford, England	Blackwell Scientific	1988		Irregular		0953-4954	0953-4954	eng	N		N	N	IM		Y	
8008346	Immunology today	Immunol Today	England	Barking	Elsevier Science Publishers	1980	2000	Monthly		0167-5699	0167-5699	eng	N		N	N	IM	http://www.sciencedirect.com/science/journal/01675699	Y	
0374672	Immunology	Immunology	England	Oxford	Blackwell Scientific Publications	1958		Monthly	1365-2567	0019-2805	0019-2805	eng	N	1965	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2567	Y	
9306032	ImmunoMethods	Immunomethods	United States	San Diego	Academic Presss	1992	1994	Bimonthly	1557-766X	1058-6687	1058-6687	eng	N		N	N	IM	http://www.sciencedirect.com/science/journal/10586687	Y	
8800150	Immunopharmacology and immunotoxicology	Immunopharmacol Immunotoxicol	England	London	Informa Healthcare	1987		Quarterly	1532-2513	0892-3973	0892-3973	eng	N	1987	Y	Y	IM	http://www.tandfonline.com/loi/iipi20	Y	
7902474	Immunopharmacology	Immunopharmacology	Netherlands	Amsterdam	Elsevier/North-Holland	1978	2000	Twelve no. a year,		0162-3109	0162-3109	eng	N		N	N	IM	http://www.sciencedirect.com/science/journal/01623109	Y	
9511979	Immunotechnology : an international journal of immunological engineering	Immunotechnology	Netherlands	Amsterdam ;	Elsevier	1995	1999	Quarterly		1380-2933	1380-2933	eng	N		N	N	IM	https://www.sciencedirect.com/journal/immunotechnology	Y	
101485158	Immunotherapy	Immunotherapy	England	London	Future Medicine	2009		Eighteen issues a year,	1750-7448	1750-743X	1750-743X	eng	N	2009	Y	Y	IM	http://www.futuremedicine.com/loi/imt	Y	
17530130R	Impact of science on society	Impact Sci Soc	France	Paris	UNESCO.	1950	1992	Quarterly		0019-2872	0019-2872	eng	N		N	N	H		Y	
9206481	Implant dentistry	Implant Dent	United States	Baltimore, MD	Published for the International Congress of Oral Implantologists and its component and affiliated societies by Williams & Wilkins	1992	2019	Six no. a year,	1538-2982	1056-6163	1056-6163	eng	Y		N	Y	D	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00008505-000000000-00000	Y	
9109589	The Implant Society : [periodical]	Implant Soc	United States	Cambridge, MA	Implant Society, Inc	1990	1996	Six no. a year		1059-3489	1059-3489	eng	N		N	N	D		Y	
7806013	Implantologist	Implantologist	United States	New York Ny	International Congress Of Oral Implantologists	1976	1987	Irregular		0190-2024	0190-2024	eng	N		N	N	D		Y	
101258411	Implementation science : IS	Implement Sci	England	[London]	BioMed Central	2006			1748-5908		1748-5908	eng	N	2011	Y	Y	IM	http://www.implementationscience.com/	Y	
8505229	Important advances in oncology	Important Adv Oncol	United States	Philadelphia	Lippincott	1985	1996	Annual		0883-5896	0883-5896	eng	N		N	N	IM		Y	
17530180R	Imprensa médica	Imprensa Medica	Brazil	Rio de Janeiro.		1925	1957	Monthly				por	N		N	N	OM		Y	
9878816	Impressions	Impressions (Orange)	United States	Orange Ca	Orange County Dental Society	1979		Irregular				eng	N		N	N	D		Y	
0163356	Imprint	Imprint	United States	New York	National Student Nurses' Assn.	1968		Five no. a year		0019-3062	0019-3062	eng	N		N	N	N		Y	
0414123	IMS, Industrial medicine and surgery	IMS Ind Med Surg	United States	Northbrook, Ill.	Medical Publications [etc.]	1968	1973	Monthly		0163-934X	0163-934X	eng	N		N	N	IM		Y	
8106445	In practice	In Pract	England	[Oxford]	Wiley	1979		10 no. a year,	2042-7689	0263-841X	0263-841X	eng	N		N	N	IM	https://bvajournals.onlinelibrary.wiley.com/journal/20427689	Y	
9815902	In silico biology	In Silico Biol	Netherlands	Amsterdam ;	IOS Press ;	1998		Quarterly	1434-3207	1386-6338	1386-6338	eng	N	1998	Y	Y	IM	http://content.iospress.com/journals/in-silico-biology	Y	
9808800	In vitro & molecular toxicology	In Vitr Mol Toxicol	United States	Larchmont, NY	Mary Ann Liebert, Inc.	1998	2001	Quarterly		1097-9336	1097-9336	eng	N		N	N	IM		Y	
0063733	In vitro	In Vitro	United States	[Rockville, Md., etc.]	Tissue Culture Assn. [etc.]	1965	1984	Thirteen no. a year		0073-5655	0073-5655	eng	N		N	N	IM	https://link.springer.com/journal/11627	Y	
8506951	In vitro cellular & developmental biology : journal of the Tissue Culture Association	In Vitro Cell Dev Biol	United States	Gaithersburg Md	Tissue Culture Association	1985	1993	Monthly		0883-8364	0883-8364	eng	N		N	N	IM		Y	
9418515	In vitro cellular & developmental biology. Animal	In Vitro Cell Dev Biol Anim	Germany	Berlin	Springer	1993		Ten no. a year,	1543-706X	1071-2690	1071-2690	eng	Y	1993	Y	Y	IM	https://link.springer.com/journal/11626	Y	
7607749	In vitro. Monograph	In Vitro Monogr	United States	Rockville Md	Tissue Culture Association	1970	1984	Irregular		0363-521X	0363-521X	eng	N		N	N	IM		Y	
8806809	In vivo (Athens, Greece)	In Vivo	Greece	Attiki, Greece	International Institute of Anticancer Research	1987		Bimonthly	1791-7549	0258-851X	0258-851X	eng	N	1987	Y	Y	IM	http://iv.iiarjournals.org/content/by/year	Y	
9877779	Industrial engineering (American Institute of Industrial Engineers)	Ind Eng	United States	[New York, N.Y.]	The Institute	1969	1981	Monthly				eng	N		N	N	H		Y	
7701617	Industrial and engineering chemistry	Ind Eng Chem	United States	Easton, Pa.	American Chemical Society	1923	1970	Monthly	1541-5724	0019-7866	0019-7866	eng	N		N	N	OM		Y	
2985065R	Industrial health	Ind Health	Japan	Kawasaki	National Institute of Industrial Health	1963		Four no. a year	1880-8026	0019-8366	0019-8366	eng	N	1980	Y	Y	IM	http://www.jstage.jst.go.jp/browse/indhealth/	Y	
17540520R	Industrial health bulletin	Ind Health Bull	Canada	Ottawa.		1944	1952					eng	N		N	N	OM		Y	
7902844	Industry and health care	Ind Health Care	United States	New York	Springer-Verlag.	1978	1980	Irregular				eng	N		N	N	H		Y	
101770515	Industry and health care (Ballinger Publishing Co.)	Ind Health Care (Cambridge Ma)	United States	Cambridge, Mass.	Ballinger	1983		Irregular		0887-1086	0887-1086	eng	N		N	N	H		Y	
17540540R	Industrial health monthly	Ind Health Mon	United States	Washington	Federal Security Agency, Public Health Service, Division of Industrial Hygiene.	1951	1951					eng	N		N	N	OM		Y	
17540550R	Industrial health review	Ind Health Rev	Canada	[Ottawa]	Industrial Health Division, Dept. of National Health and Welfare.	1949	1952			0317-4301	0317-4301	eng	N		N	N	OM		Y	
17540640R	Industrial hygiene newsletter	Ind Hyg Newsl	United States	Washington.		1940	1951					eng	N		N	N	OM		Y	
9875079	Industrial & labor relations review	Ind Labor Relat Rev	United States	[Ithaca, N.Y.	New York State School of Industrial and Labor Relations, Cornell University]	1947		Quarterly		0019-7939	0019-7939	eng	N		N	N	H		Y	
7501544	The Indian medical gazette	Ind Med Gaz	India	Calcutta	Martin & Harris Private Ltd.	1866		Monthly		0019-5863	0019-5863	eng	N		N	N	OM		Y	
0414125	Industrial medicine & surgery	Ind Med Surg	United States	Northbrook Il	Medical Publications For Industry	1949	1967	Monthly		0019-8536	0019-8536	eng	N		N	N	IM		Y	
17540660R	Industrial nursing	Ind Nurs	United States	Chicago.		1943	1949					eng	N		N	N	OM		Y	
17540670R	Industrial safety survey ...	Ind Saf Surv	Switzerland	Geneva.		1925	1950					eng	N		N	N	OM		Y	
9875623	Indent; Journal Of International Dentistry; English Edition	Indent Engl	United States	Bedford Hills Ny			19uu					eng	N		N	N	D		Y	
0163321	The India journal of medical science	India J Med Sci	India	Calcutta.		1834	1835					eng	N		N	N	OM		Y	
17530310R	The Indian dental journal	Indian Dent J	India	Calcutta.		1925	1947			0971-1147	0971-1147	eng	N		N	N	OM		Y	
0374675	Indian heart journal	Indian Heart J	India	Amsterdam	Elsevier	1949		Bimonthly	2213-3763	0019-4832	0019-4832	eng	N	1965	Y	Y	IM	http://www.sciencedirect.com/science/journal/00194832	Y	
7703235	Indian heart journal: teaching series	Indian Heart J Teach Ser	India	Bombay	Cardiological Society Of India	1976	1981	Irregular		0378-6315	0378-6315	eng	N		N	N	IM		Y	
0221656	The Indian journal of animal sciences	Indian J Anim Sci	India	New Delhi	Indian Council of Agricultural Research.	1969		Monthly		0367-8318	0367-8318	eng	N		N	N	J		Y	
1306642	Indian journal of biochemistry	Indian J Biochem	India	New Delhi	Council of Scientific and Industrial Research ;	1964	1970	Quarterly		0019-5081	0019-5081	eng	N		N	N	IM		Y	
0310774	Indian journal of biochemistry & biophysics	Indian J Biochem Biophys	India	New Delhi	National Institute of Science Communication and Information Resources, CSIR	1971		Bimonthly,	0975-0959	0301-1208	0301-1208	eng	N		N	N	IM		Y	
0112040	Indian journal of cancer	Indian J Cancer	India	Mumbai	Medknow Publications	1963		Quarterly,	1998-4774	0019-509X	0019-509X	eng	N	1965	Y	Y	IM	http://www.indianjcancer.com/backissues.asp	Y	
7613423	Indian journal of chemistry	Indian J Chem	India	New Delhi	Council of Scientific & Industrial Research.	1963	1975	Monthly		0019-5103	0019-5103	eng	N		N	N	J		Y	
7612045	The Indian journal of chest diseases	Indian J Chest Dis	India	[Delhi	R. Viswanathan]	1959	1975	Quarterly		0019-5111	0019-5111	eng	N		N	N	IM		Y	
7612044	The Indian journal of chest diseases & allied sciences	Indian J Chest Dis Allied Sci	India	New Delhi	Vallabhbhai Patel Chest Institute, University of Delhi	1976		Quarterly		0377-9343	0377-9343	eng	N		N	N	IM		Y	
17530370R	The Indian journal of child health	Indian J Child Health	India	Bombay	Association of Pediatricians of India.	1952	1963			0445-7684	0445-7684	eng	N		N	N	OM		Y	
9202990	Indian journal of dental research : official publication of Indian Society for Dental Research	Indian J Dent Res	India	Mumbai	Medknow	1989		Quarterly	1998-3603	0970-9290	0970-9290	eng	N	1989	Y	Y	D	http://www.ijdr.in/backissues.asp	Y	
0370750	Indian journal of dermatology	Indian J Dermatol	India	Mumbai	Medknow Publications	1955		Quarterly	1998-3611	0019-5154	0019-5154	eng	N		N	Y	IM	http://preview.pubmedcentral.nih.gov/tocrender.fcgi?journal=963&action=archive	Y	
7701852	Indian journal of dermatology, venereology and leprology	Indian J Dermatol Venereol Leprol	United States	Pittsford, NY	Scientific Scholar on behalf of Indian Association of Dermatologists, Venereologists & Leprologists	1976		Bimonthly	0973-3922	0378-6323	0378-6323	eng	N	2005	Y	Y	IM	http://www.ijdvl.com/	Y	
0335007	Indian journal of environmental health	Indian J Environ Health	India	Nagpur	National Environmental Engineering Research Institute	1971	2003	Quarterly		0367-827X	0367-827X	eng	N		N	N	IM		Y	
0233411	Indian journal of experimental biology	Indian J Exp Biol	India	New Delhi	National Institute of Science Communication and Information Resources, CSIR	1963		Monthly,	0975-1009	0019-5189	0019-5189	eng	N		N	N	IM		Y	
8409436	Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology	Indian J Gastroenterol	India	India	Springer India	1982		Bimonthly,	0975-0711	0254-8860	0254-8860	eng	N	1982	Y	Y	IM	https://link.springer.com/journal/12664	Y	
8409173	Indian journal of leprosy	Indian J Lepr	India	New Delhi	Hind Kusht Nivaran Sangh	1984		Quarterly		0254-9395	0254-9395	eng	N		N	N	IM		Y	
17540010R	Indian journal of malariology	Indian J Malariol	India	Delhi	Indian Council of Medical Research, Malaria Research Centre	1947	2002	Quarterly,		0367-8326	0367-8326	eng	N		N	N	IM		Y	
101214913	Indian journal of medical ethics	Indian J Med Ethics	India	Mumbai	Forum for Medical Ethics Society	2004		Quarterly	0975-5691	0974-8466	0974-8466	eng	N	2007	Y	Y	IM	http://ijme.in/archives/	Y	
8700903	Indian journal of medical microbiology	Indian J Med Microbiol	United States	[New York]	Elsevier	1983		Quarterly	1998-3646	0255-0857	0255-0857	eng	N	2005	Y	Y	IM	https://www.sciencedirect.com/journal/indian-journal-of-medical-microbiology	Y	
0374701	The Indian journal of medical research	Indian J Med Res	India	Mumbai	Medknow	1913		Monthly		0971-5916	0971-5916	eng	N	1965	Y	Y	IM	http://www.ijmr.org.in/	Y	
0373023	Indian journal of medical sciences	Indian J Med Sci	India	Pittsford, NY	Published by Scientific Scholar on behalf of Indian Journal of Medical Sciences Trust	1947		Monthly	1998-3654	0019-5359	0019-5359	eng	N		N	Y	IM	https://ijmsweb.com/	Y	
0374702	The Indian journal of medicine & surgery	Indian J Med Surg	India	Banga.		1948	1977	Monthly		0019-5367	0019-5367	eng	N		N	N	OM		Y	
0405376	Indian journal of ophthalmology	Indian J Ophthalmol	India	Mumbai	Medknow Publications	1971		Quarterly,	1998-3689	0301-4738	0301-4738	eng	N	1971	Y	Y	IM	http://www.ijo.in/backissues.asp	Y	
17540040R	Indian journal of ophthalmology	Indian J Ophthalmol (Poona City)	India	Poona City.		1940	1953	Quarterly				eng	N		N	N	OM		Y	
0374705	Indian journal of otolaryngology	Indian J Otolaryngol	India	Madras	Assn. of Otalaryngologists of India	1949	1991	Quarterly		0019-5421	0019-5421	eng	N		N	N	OM		Y	
7605903	Indian journal of pathology & bacteriology	Indian J Pathol Bacteriol	India	Bombay	Indian Association Of Pathologists	1958	1975	Quarterly		0019-5448	0019-5448	eng	N		N	N	IM		Y	
7605904	Indian journal of pathology & microbiology	Indian J Pathol Microbiol	India	Mumbai	Medknow	1975		Quarterly	0974-5130	0377-4929	0377-4929	eng	Y	1975	Y	Y	IM	http://www.ijpmonline.org/backissues.asp	Y	
0417442	Indian journal of pediatrics	Indian J Pediatr	India	[Mumbai]	Dr. K. C. Chaudhuri Foundation, co-published by Springer India	1933		Bimonthly	0973-7693	0019-5456	0019-5456	eng	N	1965	Y	Y	IM	https://link.springer.com/journal/12098	Y	
0262422	The Indian journal of pharmacy	Indian J Pharm	India	Bombay	Indian Pharmaceutical Assn.	1939	1978	Bimonthly		0019-5472	0019-5472	eng	N		N	N	OM		Y	
7902477	Indian journal of pharmacology	Indian J Pharmacol	India	Mumbai	Medknow Publications	1969		Bimonthly,	1998-3751	0253-7613	0253-7613	eng	N	2012	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/979/	Y	
0374707	Indian journal of physiology and pharmacology	Indian J Physiol Pharmacol	India	New Delhi	Dept. Of Physiology, All-India Institute Of Medical Sciences Etc	1957		Quarterly		0019-5499	0019-5499	eng	N		N	N	IM		Y	
0400673	Indian journal of public health	Indian J Public Health	India	Mumbai	Medknow	1957		Quarterly		0019-557X	0019-557X	eng	N	1965	Y	Y	IM	http://www.ijph.in/	Y	
0404431	The Indian journal of social work	Indian J Soc Work	India	Bombay	Tata Institute Of Social Sciences	1940		Quarterly		0019-5634	0019-5634	eng	N		N	N	OM		Y	
0373026	The Indian journal of surgery	Indian J Surg	India	New Delhi	Springer India	1939		Bimonthly,	0973-9793	0972-2068	0973-9793	eng	N		N	N	OM	https://link.springer.com/journal/12262	Y	
0373027	The Indian journal of tuberculosis	Indian J Tuberc	India	New Delhi	Elsevier	1953		Four no. a year		0019-5707	0019-5707	eng	N	2007	Y	Y	IM	http://www.sciencedirect.com/science/journal/00195707	Y	
17540060R	Indian journal of venereal diseases and dermatology	Indian J Vener Dis Dermatol	India	Bombay	Medical Digest	1935	1955			0970-2792	0970-2792	eng	N		N	N	OM		Y	
9705769	Indian medical journal	Indian Med J	India	Calcutta	East India Pharmaceutical Works Limited.	1910				0019-5871	0019-5871	eng	N		N	N	IM		Y	
0370752	Indian medical record	Indian Med Rec	India	Calcutta.		1890	1968	Monthly		0019-5898	0019-5898	eng	N		N	N	OM		Y	
2985062R	Indian pediatrics	Indian Pediatr	India	New Delhi	Indian Pediatrics	1964		Monthly	0974-7559	0019-6061	0019-6061	eng	N	1965	Y	Y	IM	https://link.springer.com/journal/13312	Y	
17540160R	The Indian physician	Indian Physician	India	Bombay.		1942	1952					eng	N		N	N	OM		Y	
0370753	The Indian practitioner	Indian Pract	India	Bombay.		1952		Monthly	2394-3017	0019-6169	0019-6169	eng	N		N	N	IM		Y	
0374710	The Indian veterinary journal	Indian Vet J	India	Madras	Rao Sahib T Vinayaka Mudaliar	1924		Monthly		0019-6479	0019-6479	eng	N		N	N	IM		Y	
8401780	Indiana medicine : the journal of the Indiana State Medical Association	Indiana Med	United States	Indianapolis In	Indiana State Medical Association	1984	1996	Bimonthly		0746-8288	0746-8288	eng	N		N	N	IM		Y	
17540290R	The Indiana nurse	Indiana Nurse	United States	Indianapolis In	Indiana State Nurses Association	1951	1971	Biennial		0019-6681		eng	N		N	N	N		Y	
17540320R	The Indiana pharmacist	Indiana Pharm	United States	Indianapolis In	Indiana Pharmaceutical Association	1882		Quarterly,				eng	N		N	N	OM		Y	
8507466	Indicator (Minnesota Mining and Manfuacturing Company)	Indicator	United States	St. Paul, MN	3M	1985	1985	Semimonthly		0898-5308	0898-5308	eng	N		N	N	H		Y	
17540450R	Individual psychology bulletin	Individ Psychol Bull	United States	Chicago	Individual Psychology Association of Chicago	1941	1951					eng	N		N	N	OM		Y	
