NlmUniqueID	Title	MedlineTA	PublicationInfo/Country	PublicationInfo/Place	PublicationInfo/Publisher	PublicationInfo/PublicationFirstYear	PublicationInfo/PublicationEndYear	PublicationInfo/Frequency	ISSN[@IssnType="Electronic"]	ISSN[@IssnType="Print"]	ISSNLinking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	
9014461	Human antibodies and hybridomas	Hum Antibodies Hybridomas	United States	Stoneham, MA, USA	Butterworth-Heinemann	1990	1996	Four no. a year		0956-960X	0956-960X	eng	N		N	N	IM		Y	
0116717	Human biology	Hum Biol	United States	Detroit, MI	Wayne State University Press	1929		Bimonthly,	1534-6617	0018-7143	0018-7143	eng	N	1965	Y	Y	IM	http://www.bioone.org/loi/hbio	Y	
0347221	Human biology in Oceania	Hum Biol Oceania	Australia	Sydney	University Of Sydney	1971	1973	Semiannual		0046-8142	0046-8142	eng	N		N	N	IM		Y	
9419065	Human brain mapping	Hum Brain Mapp	United States	New York	Wiley	1993		Four no. a year	1097-0193	1065-9471	1065-9471	eng	N	1998	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0193	Y	
8912329	Human cell	Hum Cell	Japan	Tokyo	Springer	1988		Quarterly	1749-0774	0914-7470	0914-7470	eng	N	1980	Y	Y	IM	https://link.springer.com/journal/13577	Y	
0012445	Human development	Hum Dev	Switzerland	Basel	Karger	1965		Bimonthly	1423-0054	0018-716X	0018-716X	eng	N		N	N	IM	http://www.karger.com/Journal/Home/224249	Y	
9004560	Human & experimental toxicology	Hum Exp Toxicol	England	London	SAGE Publications	1990		Monthly,	1477-0903	0960-3271	0960-3271	eng	N	1990	Y	Y	IM	https://journals.sagepub.com/home/het	Y	
0374660	Human factors	Hum Factors	United States	Santa Monica, Ca	Human Factors and Ergonomics Society	1958		Quarterly	1547-8181	0018-7208	0018-7208	eng	N	1965	Y	Y	IM	http://online.sagepub.com/00187208	Y	
17440180R	Human fertility	Hum Fertil	United States	Baltimore.		1940	1948			0099-4642	0099-4642	eng	N		N	N	OM		Y	
100888143	Human fertility (Cambridge, England)	Hum Fertil (Camb)	England	London	Informa Healthcare	1998		Four issues a year,	1742-8149	1464-7273	1464-7273	eng	N	2001	Y	Y	IM	http://www.tandfonline.com/loi/ihuf20	Y	
9008950	Human gene therapy	Hum Gene Ther	United States	New York	M.A. Liebert	1990		Twelve no. a year,	1557-7422	1043-0342	1043-0342	eng	N	1990	Y	Y	IM	http://www.liebertonline.com/hum	Y	
101607433	Human gene therapy. Clinical development	Hum Gene Ther Clin Dev	United States	New Rochelle, NY	Mary Ann Liebert Inc. publishers	2013	2019	Quarterly	2324-8645	2324-8637	2324-8637	eng	N		N	Y	IM	https://www.liebertpub.com/loi/hum	Y	
101573202	Human gene therapy methods	Hum Gene Ther Methods	United States	New Rochelle, NY	Mary Ann Liebert	2011	2019	Bimonthly	1946-6544	1946-6536	1946-6536	eng	N		N	Y	IM	http://online.liebertpub.com/hgtb	Y	
7613873	Human genetics	Hum Genet	Germany	Berlin	Springer Verlag	1976		Eighteen no. a year,	1432-1203	0340-6717	0340-6717	eng	N	1976	Y	Y	IM	https://link.springer.com/journal/439	Y	
7809212	Human genetics. Supplement	Hum Genet Suppl	Germany	Berlin, New York	Springer-Verlag.	1978	1981	Irregular		0172-7699	0172-7699	eng	N		N	N	IM		Y	
101202210	Human genomics	Hum Genomics	England	London	BioMed Central	2003		Quarterly,	1479-7364	1473-9542	1473-9542	eng	N	2003	Y	Y	IM	http://www.humgenomics.com/	Y	
9607656	Humane health care international	Hum Health Care Int	Canada	Downsview, Ont	Multimed	1996	1997	Quarterly				eng	N		N	N	E		Y	
0200525	Human heredity	Hum Hered	Switzerland	Basel, New York	Karger.	1969		8 no. a year,	1423-0062	0001-5652	0001-5652	eng	N	1969	Y	Y	IM	http://www.karger.com/hhe/	Y	
8010936	Human immunology	Hum Immunol	United States	[New York]	Elsevier/North-Holland.	1980		Monthly	1879-1166	0198-8859	0198-8859	eng	N	1980	Y	Y	IM	https://www.sciencedirect.com/journal/human-immunology	Y	
9208958	Human molecular genetics	Hum Mol Genet	England	Oxford, England ; New York	IRL Press at Oxford University Press	1992		Twenty-four no. a year,	1460-2083	0964-6906	0964-6906	eng	N	1992	Y	Y	IM	http://hmg.oxfordjournals.org	Y	
8300127	Human movement science	Hum Mov Sci	Netherlands	Amsterdam [Netherlands]	North-Holland Pub. Co.	1982		Six no. a year	1872-7646	0167-9457	0167-9457	eng	N	2001	Y	Y	IM	https://www.sciencedirect.com/journal/human-movement-science	Y	
9215429	Human mutation	Hum Mutat	United States	New York	Wiley-Liss	1992		Monthly,	1098-1004	1059-7794	1059-7794	eng	N	1992	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1004	Y	
9010063	Human nature (Hawthorne, N.Y.)	Hum Nat	United States	New York : Springer New York		1990		Quarterly	1936-4776	1045-6767	1045-6767	eng	N	2011	Y	Y	IM	https://link.springer.com/journal/12110	Y	
8211530	Human neurobiology	Hum Neurobiol	Germany	Berlin	Springer Verlag	1982	1988	Quarterly		0721-9075	0721-9075	eng	N		N	N	IM		Y	
8207515	Human nutrition. Applied nutrition	Hum Nutr Appl Nutr	England	London	J. Libbey	1982	1987	Six no. a year		0263-8495	0263-8495	eng	N		N	N	IM		Y	
8207516	Human nutrition. Clinical nutrition	Hum Nutr Clin Nutr	England	London	J. Libbey	1982	1987	Six no. a year		0263-8290	0263-8290	eng	N		N	N	IM		Y	
0412703	Human organization	Hum Organ	United States	Washington, DC	Society for Applied Anthropology	1949		Quarterly		0018-7259	0018-7259	eng	N		N	N	H		Y	
9421547	Human pathology	Hum Pathol	United States	Philadelphia, PA	W B Saunders	1970		Monthly	1532-8392	0046-8177	0046-8177	eng	N	1971	Y	Y	IM	http://www.sciencedirect.com/science/journal/00468177	Y	
7605014	Human physiology	Hum Physiol	United States	New York, NY	Kluwer Academic/Plenum Publishers	1975		Bimonthly		0362-1197	0362-1197	eng	N		N	N	IM	https://link.springer.com/journal/10747	Y	
8702539	Human psychopharmacology	Hum Psychopharmacol	England	Chichester, Sussex, England	Wiley & Sons	1986		8 no. a year,	1099-1077	0885-6222	0885-6222	eng	N	2002	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1077	Y	
8701199	Human reproduction (Oxford, England)	Hum Reprod	England	Oxford, UK	Oxford University Press	1986		Twelve no. a year	1460-2350	0268-1161	0268-1161	eng	N	1986	Y	Y	IM	http://humrep.oxfordjournals.org/	Y	
9815992	Human reproduction and genetic ethics	Hum Reprod Genet Ethics	England	South Yorkshire	Equinox Publishing Ltd.	1998	2011	Two no. a year	2043-0469	1028-7825	1028-7825	eng	N		N	N	IM		Y	
9507614	Human reproduction update	Hum Reprod Update	England	Oxford, UK	Published for the European Society of Human Reproduction and Embryology by Oxford University Press	1995		Bimonthly	1460-2369	1355-4786	1355-4786	eng	N	1995	Y	Y	IM	http://humupd.oxfordjournals.org/	Y	
9105327	Human research report	Hum Res Rep	United States	Omaha Ne	Deem Corporation	1986		Monthly		0885-0615	0885-0615	eng	N		N	N	E		Y	
101170535	Human resources for health	Hum Resour Health	England	[London]	BioMed Central	2003			1478-4491		1478-4491	eng	N	2013	Y	Y	IM	http://www.human-resources-health.com	Y	
9877746	Human resource management	Hum Resour Manage	United States	[Ann Arbor]	John Wiley [etc.]	1972		Quarterly		0090-4848	0090-4848	eng	N		N	N	H		Y	
8206759	Human toxicology	Hum Toxicol	England	Basingstoke, Hampshire	Scientific and Medical Division, Macmillan Publishers	1981	1989	Bimonthly		0144-5952	0144-5952	eng	N		N	N	IM		Y	
101265291	Human vaccines	Hum Vaccin	United States	Georgetown, Tex.	Landes Bioscience	2005	2011		1554-8619	1554-8600	1554-8600	eng	N		N	Y	IM	http://www.landesbioscience.com/journals/vaccines	Y	
101572652	Human vaccines & immunotherapeutics	Hum Vaccin Immunother	United States	Philadelphia, PA	Taylor & Francis	2012		Twelve issues per year	2164-554X	2164-5515	2164-5515	eng	Y	2012	Y	Y	IM	http://www.tandfonline.com/toc/khvi20/current	Y	
7607154	Humangenetik	Humangenetik	Germany	Berlin	Springer Verlag	1964	1975	Irregular		0018-7348	0018-7348	eng	N		N	N	IM	https://link.springer.com/journal/439	Y	
9424769	Hunan yi ke da xue xue bao = Hunan yike daxue xuebao = Bulletin of Hunan Medical University	Hunan Yi Ke Da Xue Xue Bao	China	Changsha	Hunan yi ke da xue	1989	2003	Six no. a year		1000-5625	1000-5625	chi	N		N	N	IM		Y	
17440280R	Hungarica acta physiologica	Hung Acta Physiol	Hungary	Budapestini	Acad. Sci. Nat. Hung.	1946	1949			0367-5653	0367-5653	hun	N		N	N	OM		Y	
0111357	HW-SA [reports]. U.S. Atomic Energy Commission	HW SA US At Energy Comm	United States	Richland		1964						eng	N		N	N	OM		Y	
101131136	Hybridoma and hybridomics	Hybrid Hybridomics	United States	Larchmont, NY	Mary Ann Liebert, Inc.	2001	2004	Six no. a year		1536-8599	1536-8599	eng	Y		N	N	IM		Y	
8202424	Hybridoma	Hybridoma	United States	Larchmont, NY	Mary Ann Liebert	1981	2001	Bimonthly,		0272-457X	0272-457X	eng	N		N	N	IM		Y	
101241539	Hybridoma (2005)	Hybridoma (Larchmt)	United States	Larchmont, NY	Mary Ann Liebert, Inc.	2005	2012	Bimonthly	1557-8348	1554-0014	1554-0014	eng	Y		N	Y	IM	http://www.liebertonline.com/loi/hyb	Y	
17440330R	Hydrotherapie-Physiotherapie	Hydrother Physiother	Germany	Stuttgart	Aerztliche Gesellschaft für Hydrotherapie, Physiotherapie.	1955	1956					ger	N		N	N	OM		Y	
0374661	L'Hygiéne mentale	Hyg Ment	France	Paris	Editions Doin Deren Et Cie	1925	1973	Three no. a year		0073-4241	0073-4241	fre	N		N	N	IM		Y	
7606913	Hygienisk revy	Hyg Revy	Sweden	Stockholm	Svenska kommunförbundet, Riksförbundet för allmän hälsovård [etc.]	1912	1973	Ten no. a year		0018-8255	0018-8255	swe	N		N	N	OM		Y	
17440350R	Hygeia	Hygeia	United States	Chicago	American Medical Assn.	1923	1950			0096-1876	0096-1876	eng	N		N	N	OM		Y	
8304186	Hygie	Hygie	France	Paris	International Union For Health Education	1982	1993	Quarterly		0751-7149	0751-7149	eng	N		N	N	IM		Y	
9421297	Hypertension in pregnancy	Hypertens Pregnancy	England	London	Informa Healthcare	1993		Quarterly,	1525-6065	1064-1955	1064-1955	eng	N	1999	Y	Y	IM	http://www.tandfonline.com/loi/ihip20	Y	
9307690	Hypertension research : official journal of the Japanese Society of Hypertension	Hypertens Res	England	London	Nature Publishing Group	1992		Monthly,	1348-4214	0916-9636	0916-9636	eng	N	1995	Y	Y	IM	http://www.nature.com/hr/archive/index.html	Y	
7906255	Hypertension (Dallas, Tex. : 1979)	Hypertension	United States	Hagerstown, MD	Lippincott, Williams & Wilkins	1979		Monthly,	1524-4563	0194-911X	0194-911X	eng	N	1979	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00004268-000000000-00000	Y	
0351477	IADS newsletter	IADS Newsl	Germany	Berlin	Quintessenz Verlags-Gmbh	1972	1984	Quarterly		0301-5831	0301-5831	eng	N		N	N	D		Y	
17510040R	IAL news	IAL News	United States	New York Ny	International Association Of Laryngectomees	1955		Quarterly				eng	N		N	N	OM		Y	
101087241	IAPAC monthly	IAPAC Mon	United States	Chicago, Ill.	IAPAC	2000	2007	Monthly		1545-1089	1545-1089	eng	Y		N	N	X		Y	
7902489	IARC monographs on the evaluation of the carcinogenic risk of chemicals to humans	IARC Monogr Eval Carcinog Risk Chem Hum	France	Lyon	International Agency for Research on Cancer.	1978	1987	Irregular		0250-9555	0250-9555	eng	Y		N	N	IM		Y	
8002508	IARC monographs on the evaluation of the carcinogenic risk of chemicals to humans. Supplement	IARC Monogr Eval Carcinog Risk Chem Hum Suppl	France	Lyon	International Agency for Research on Cancer.	1979	1985	Irregular		1014-4307	1014-4307	eng	N		N	N	IM		Y	
0402626	IARC monographs on the evaluation of the carcinogenic risk of chemicals to man	IARC Monogr Eval Carcinog Risk Chem Man	France	Lyon	International Agency for Research on Cancer.	1972	1978	Irregular		0301-3944	0301-3944	eng	N		N	N	IM		Y	
8907342	IARC monographs on the evaluation of carcinogenic risks to humans	IARC Monogr Eval Carcinog Risks Hum	France	Lyon	IARC	1988		Irregular		1017-1606	1017-1606	eng	Y		N	N	IM		Y	
8907341	IARC monographs on the evaluation of carcinogenic risks to humans. Supplement	IARC Monogr Eval Carcinog Risks Hum Suppl	France	Lyon	International Agency For Research On Cancer	1987	1989	Irregular		1014-711X	1014-711X	eng	N		N	N	IM		Y	
8009542	IARC scientific publications	IARC Sci Publ	France	Lyon	International Agency For Research On Cancer	1979		Irregular		0300-5038	0300-5038	eng	N		N	N	IM		Y	
0364347	IARC scientific publications	IARC Sci Publ	France	Lyons	International Agency For Research On Cancer	1971	1979	Irregular				eng	N		N	N	IM		Y	
9810937	IAVI report : newsletter on international AIDS vaccine research	IAVI Rep	United States	New York	International Aids Vaccine Initiative	1996		Bimonthly,	1816-6261	1816-6253	1816-6253	eng	N		N	N	X		Y	
9877655	Icd Scientific And Educational Journal	ICD Sci Educ J	United States	Berkeley Ca	International College Of Dentists	1974	1978	Semiannual				eng	N		N	N	D		Y	
7505550	IRCS journal of international research communications	ICRS J Int Res Commun	United States	Baltimore, Md.	University Park Press	1973	1974	Monthly		0300-5569	0300-5569	eng	N		N	N	R		Y	
59430280R	I. C. R. S. medical reports	ICRS Med Rep	United States	New York	Institute of Contemporary Russian Studies, Fordham Univ.	1959	1964					eng	N		N	N	OM		Y	
17510090R	ICSU review	Icsu Rev	Netherlands	Amsterdam.		1959	1962					eng	N		N	N	OM		Y	
7601701	I.D.A.A. communique	IDAA Commun	United States	Oakdale Ia	Iowa Dental Assistants Association	196u	1980	Irregular		0360-7224	0360-7224	eng	N		N	N	D		Y	
17510500R	Ideggyógyászati szemle	Ideggyogy Sz	Hungary	Budapest	Literatura Medica	1955		Six no. a year	2498-6208	0019-1442	0019-1442	hun	N	2002	Y	N	IM		Y	
21830410R	IDO [reports]. U.S. Atomic Energy Commission	IDO Rep	United States	Idaho Falls Id	Us Atomic Energy Commission, Idaho Operations Office	194u	1970					eng	N		N	N	IM		Y	
100883655	IDrugs : the investigational drugs journal	IDrugs	England	London, U.K.	Thomson Reuters (Scientific) Ltd	1998	2010	Monthly	2040-3410	1369-7056	1369-7056	eng	N		N	Y	IM		Y	
101188789	IEE proceedings. Nanobiotechnology	IEE Proc Nanobiotechnol	England	Stevenage, U.K.	Institution of Electrical Engineers	2003	2006	Bimonthly,	1740-9748	1478-1581	1478-1581	eng	N		N	N	IM		Y	
9881869	IEEE computer graphics and applications	IEEE Comput Graph Appl	United States	[Los Alamitos, CA]	IEEE Computer Society	1981		Bimonthly	1558-1756	0272-1716	0272-1716	eng	N	2004	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=38	Y	
8305985	IEEE engineering in medicine and biology magazine : the quarterly magazine of the Engineering in Medicine & Biology Society	IEEE Eng Med Biol Mag	United States	[New York, NY	Engineering in Medicine and Biology Society of the Institute of Electrical and Electronics Engineers]	1982	2010	Bimonthly,	1937-4186	0739-5175	0739-5175	eng	N		N	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=51	Y	
101260913	IEEE ... International Conference on Rehabilitation Robotics : [proceedings]	IEEE Int Conf Rehabil Robot	United States	Piscataway, NJ	Institute of Electrical and Electronics Engineers	199u		Biennial	1945-7901	1945-7898	1945-7898	eng	N	2011	Y	Y	IM	http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001500	Y	
101604520	IEEE journal of biomedical and health informatics	IEEE J Biomed Health Inform	United States	New York, NY	Institute of Electrical and Electronics Engineers	2013		Six issues yearly	2168-2208	2168-2194	2168-2194	eng	Y	2013	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=6221020	Y	
101623153	IEEE journal of translational engineering in health and medicine	IEEE J Transl Eng Health Med	United States	New York, NY	Institute of Electrical and Electronics Engineers	2013		Four issues yearly	2168-2372		2168-2372	eng	N	2021	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=6221039	Y	
101541727	IEEE pulse	IEEE Pulse	United States	New York, NY	Institute of Electrical and Electronics Engineers	2010		Bimonthly	2154-2317	2154-2287	2154-2287	eng	Y	2010	Y	Y	IM	http://ieeexplore.ieee.org/xpl/tocresult.jsp?isnumber=5506796	Y	
101493803	IEEE reviews in biomedical engineering	IEEE Rev Biomed Eng	United States	Piscataway, NJ	Institute of Electrical and Electronics Engineers Engineering in Medicine and Biology Society	2008		Annual	1941-1189	1937-3333	1937-3333	eng	N	2008	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4664312	Y	
101312520	IEEE transactions on biomedical circuits and systems	IEEE Trans Biomed Circuits Syst	United States	New York, NY	IEEE	2007		Six no. a year,	1940-9990	1932-4545	1932-4545	eng	N	2012	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4156126	Y	
0012737	IEEE transactions on bio-medical engineering	IEEE Trans Biomed Eng	United States	New York, NY	Institute Of Electrical And Electronics Engineers	1964		Monthly	1558-2531	0018-9294	0018-9294	eng	N	1964	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=10	Y	
101609393	IEEE transactions on cybernetics	IEEE Trans Cybern	United States	New York, NY	Institute of Electrical and Electronics Engineers	2013		Six issues yearly	2168-2275	2168-2267	2168-2267	eng	Y	2013	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6221036	Y	
101491191	IEEE transactions on haptics	IEEE Trans Haptics	United States	New York	IEEE Computer Society	2008		Quarterly,	2329-4051	1939-1412	1939-1412	eng	N	2013	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=4543165	Y	
9886191	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	IEEE Trans Image Process	United States	New York, NY	Institute of Electrical and Electronics Engineers	1992		Monthly,	1941-0042	1057-7149	1057-7149	eng	N	2004	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=83	Y	
9712259	IEEE transactions on information technology in biomedicine : a publication of the IEEE Engineering in Medicine and Biology Society	IEEE Trans Inf Technol Biomed	United States	New York, NY	Institute of Electrical and Electronics Engineers	1997	2012	Bimonthly,	1558-0032	1089-7771	1089-7771	eng	N		N	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=4233	Y	
8310780	IEEE transactions on medical imaging	IEEE Trans Med Imaging	United States	New York, NY	Institute of Electrical and Electronics Engineers	1982		Monthly,	1558-254X	0278-0062	0278-0062	eng	N	1997	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=42	Y	
101152869	IEEE transactions on nanobioscience	IEEE Trans Nanobioscience	United States	Piscataway, NJ	Institute of Electrical and Electronics Engineers	2002		Quarterly	1558-2639	1536-1241	1536-1241	eng	N	2002	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=7728	Y	
101211035	IEEE transactions on neural networks	IEEE Trans Neural Netw	United States	New York, NY	Institute of Electrical and Electronics Engineers	1990	2011	Monthly,	1941-0093	1045-9227	1045-9227	eng	N		N	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=72	Y	
101616214	IEEE transactions on neural networks and learning systems	IEEE Trans Neural Netw Learn Syst	United States	Piscataway, NJ	Institute of Electrical and Electronics Engineeers	2012		Monthly	2162-2388	2162-237X	2162-237X	eng	Y	2012	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5962385	Y	
101097023	IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society	IEEE Trans Neural Syst Rehabil Eng	United States	Piscataway, NJ	IEEE	2001		Six no. a year,	1558-0210	1534-4320	1534-4320	eng	Y	2001	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=7333	Y	
9885960	IEEE transactions on pattern analysis and machine intelligence	IEEE Trans Pattern Anal Mach Intell	United States	[New York]	IEEE Computer Society.	1979		Monthly,	1939-3539	0162-8828	0098-5589	eng	N	2004	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=34	Y	
9413994	IEEE transactions on rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society	IEEE Trans Rehabil Eng	United States	New York, NY	Institute of Electrical and Electronics Engineers, Inc.	1993	2000	Quarterly		1063-6528	1063-6528	eng	N		N	N	IM		Y	
1274320	IEEE transactions on systems, man, and cybernetics	IEEE Trans Syst Man Cybern	United States	New York	Institute of Electrical and Electronics Engineers	1971	1995	Bimonthly	2168-2909	0018-9472	0018-9472	eng	N		N	N	H		Y	
9890044	IEEE transactions on systems, man, and cybernetics. Part B, Cybernetics : a publication of the IEEE Systems, Man, and Cybernetics Society	IEEE Trans Syst Man Cybern B Cybern	United States	New York, NY	Institute of Electrical and Electronics Engineers, Inc.	1996	2012	Bimonthly	1941-0492	1083-4419	1083-4419	eng	N		N	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=3477	Y	
9882735	IEEE transactions on ultrasonics, ferroelectrics, and frequency control	IEEE Trans Ultrason Ferroelectr Freq Control	United States	New York, NY	Institute of Electrical and Electronics Engineers	1986		12 no. a year	1525-8955	0885-3010	0885-3010	eng	N	2001	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=58	Y	
9891704	IEEE transactions on visualization and computer graphics	IEEE Trans Vis Comput Graph	United States	New York, NY	IEEE Computer Society	1995		Six no. a year,	1941-0506	1077-2626	1077-2626	eng	N	2004	Y	Y	IM	http://ieeexplore.ieee.org/servlet/opac?punumber=2945	Y	
101196755	IEEE/ACM transactions on computational biology and bioinformatics	IEEE/ACM Trans Comput Biol Bioinform	United States	New York, NY	IEEE Computer Society	2004		Quarterly	1557-9964	1545-5963	1545-5963	eng	N	2004	Y	Y	IM	http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8857	Y	
101303205	IET nanobiotechnology	IET Nanobiotechnol	United States	[Hoboken, NJ]	Wiley	2007		Nine issues a year,	1751-875X	1751-8741	1751-8741	eng	Y	2007	Y	Y	IM	http://digital-library.theiet.org/content/journals/iet-nbt	Y	
101301198	IET systems biology	IET Syst Biol	England	[Oxford]	Wiley	2007		Bimonthly	1751-8857	1751-8849	1751-8849	eng	Y	2007	Y	Y	IM	http://digital-library.theiet.org/content/journals/iet-syb	Y	
9427236	L'igiene moderna	Ig Mod	Italy	Genova	F. Fumagalli	1908	2008	Monthly		0019-1655	0019-1655	eng	N		N	N	IM		Y	
0373022	Igiene e sanità pubblica	Ig Sanita Pubbl	Italy	Roma	Iniziative sanitarie	1945		Bimonthly,		0019-1639	0019-1639	ita	N	2003	Y	Y	IM	https://www.igienesanita.com/	Y	
17520220R	Igiene e sanitá pubblica. Collana di monografie	Ig Sanita Pubblica Collana Monogr	Italy	Milano [etc.]	F. Montuoro	1946	19uu					ita	N		N	N	OM		Y	
17520040R	[Igaku] [Medicine]	Igaku	Japan	Tokyo.		1946	1953					jpn	N		N	N	OM		Y	
101125977	Igaku butsuri : Nihon Igaku Butsuri Gakkai kikanshi = Japanese journal of medical physics : an official journal of Japan Society of Medical Physics	Igaku Butsuri	Japan	Chiba-shi	Nihon Igaku Butsuri Gakkai	2000		Quarterly	2186-9634	1345-5354	1345-5354	eng	N	2002	Y	N	IM		Y	
0421144	Igaku kenkyu. Acta medica	Igaku Kenkyu	Japan	Fukuoka	Kyushu Daigaku Gakubu Hoigaku Kyoshitsunai, Daido-Gakkan Shuppan-Bu	1927	1993	Two no. a year		0076-597X	0076-597X	jpn	N		N	N	IM		Y	
0417441	Igaku to seibutsugaku. Medicine and biology	Igaku To Seibutsugaku	Japan	Tokyo	Ogata Institute For Medical And Chemical Research	1942		Monthly		0019-1604	0019-1604	jpn	N		N	N	IM		Y	
7502094	Igiena	Igiena	Romania	Bucureşti.		1952	1974	Quarterly		0019-1620	0019-1620	rum	N		N	N	OM		Y	
9439766	IHRIM : the journal of the Institute of Health Record Information and Management	IHRIM	England	Winsford, Cheshire	Institute of Health Record Information and Management	1994	2000	Quarterly		1364-6974	1364-6974	eng	Y		N	N	H		Y	
101738444	IISE transactions on occupational ergonomics and human factors	IISE Trans Occup Ergon Hum Factors	England	[London]	Taylor & Francis Group	2017		Quarterly	2472-5846	2472-5838	2472-5838	eng	N	2020	Y	Y	IM	https://www.tandfonline.com/toc/uehf21/current	Y	
9516416	ILAR journal	ILAR J	England	Oxford	Oxford University Press published on behalf of ILAR	1995		Quarterly	1930-6180	1084-2020	1084-2020	eng	N	2000	Y	Y	IM	http://ilarjournal.oxfordjournals.org/content/by/year	Y	
17520440R	The Illinois cancer bulletin	Ill Cancer Bull	United States	Chicago	Committee on Cancer, Illinois State Medical Society.	1946	1947					eng	N		N	N	OM		Y	
0374667	Illinois dental journal	Ill Dent J	United States	Chicago, IL	Illinois State Dental Society	1931	1995	Seven no. a year		0019-1973	0019-1973	eng	N		N	N	D		Y	
22540090R	Illinois health messenger	Ill Health Messenger	United States	Springfield.		1929	1981	Quarterly		0019-204X	0019-204X	eng	N		N	N	OM		Y	
7703926	The Illinois medical journal	Ill Med J	United States	Chicago, Ill.	Illinois State Medical Society.	1899	1962	Monthly		0019-2120	0019-2120	eng	N		N	N	OM		Y	
17520760R	Illuminating engineering	Illum Eng	United States	New York	Illuminating Engineering Society.	1940	1971	Monthly		0019-2333	0019-2333	eng	N		N	N	OM		Y	
8704892	IMA journal of mathematics applied in medicine and biology	IMA J Math Appl Med Biol	England	Oxford, OX, England	Published for the Institute of Mathematics and Its Applications by Oxford University Press	1984	2002	Quarterly		0265-0746	0265-0746	eng	N		N	N	IM		Y	
0435746	Image	Image (IN)	United States	Indianapolis In	Sigma Theta Tau National Honor Society Of Nursing	1967	1982	Three no. a year		0363-2792	0363-2792	eng	N		N	N	N		Y	
8400753	Image--the journal of nursing scholarship	Image J Nurs Sch	United States	Indianapolis In	Sigma Theta Tau	1983	1999	Quarterly		0743-5150	0743-5150	eng	N		N	N	IM		Y	
0253702	Images; Marquette University dental reflections	Images Marquette Univ Dent Reflections	United States	Milwaukee Wi	Marquette Dental School	1961	1967					eng	N		N	N	D		Y	
7703940	IMJ. Illinois medical journal	IMJ Ill Med J	United States	Chicago, Il	Illinois State Medical Society.	1963	1988	Monthly				eng	N		N	N	IM		Y	
7505519	Immunität und Infektion	Immun Infekt	Germany	Munchen	Richard Pflaum Verlag	1973	1995	Bimonthly				ger	N		N	N	IM		Y	
101635460	Immunity, inflammation and disease	Immun Inflamm Dis	England	[Oxford]	John Wiley and Sons Ltd	2013			2050-4527		2050-4527	eng	N	2017	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-4527	Y	
17530110R	Die Immunitätsforschung ...	Immunitatsforschung	Austria	Wien	Springer.	1947	1951					ger	N		N	N	OM		Y	
9432918	Immunity	Immunity	United States	Cambridge, MA	Cell Press	1994		Monthly	1097-4180	1074-7613	1074-7613	eng	N	1994	Y	Y	IM	http://www.sciencedirect.com/science/journal/10747613	Y	
8804308	Immunobiology. Supplement	Immunobiol Suppl	Germany	Stuttgart ; New York	Fischer	1987	1989	Irregular		0722-6365	0722-6365	eng	N		N	N	IM		Y	
